character,defination
煥,<big><font color='#f00'>huàn</font></big><br>• brilliant<br>• lustrous<br>
煦,<big><font color='#f00'>xù</font></big><br>• balmy<br>• nicely warm<br>• cozy<br>• Taiwan pr. [xǔ]<br>
照,<big><font color='#f00'>zhào</font></big><br>• according to<br>• in accordance with<br>• to shine<br>• to illuminate<br>• to reflect<br>• to look at (one's reflection)<br>• to take (a photo)<br>• photo<br>• as requested<br>• as before<br>
煨,<big><font color='#f00'>wēi</font></big><br>• to simmer<br>• to roast in ashes<br>
煩,<big><font color='#f00'>fán</font></big><br>• to feel vexed<br>• to bother<br>• to trouble<br>• superfluous and confusing<br>• edgy<br>
煬,<big><font color='#f00'>yáng</font></big><br>• molten<br>• smelt<br>
煮,<big><font color='#f00'>zhǔ</font></big><br>• to cook<br>• to boil<br>
煰,<big><font color='#f00'>zào</font></big><br>• old variant of 燥[zào]<br>• dry<br>
煲,<big><font color='#f00'>bāo</font></big><br>• to cook slowly over a low flame<br>• pot<br>• saucepan<br>
煳,<big><font color='#f00'>hú</font></big><br>• burnt<br>• to char<br>
煸,<big><font color='#f00'>biān</font></big><br>• to stir-fry before broiling or stewing<br>
煺,<big><font color='#f00'>tuì</font></big><br>• to pluck poultry or depilate pigs using hot water<br>
煻,<big><font color='#f00'>táng</font></big><br>• to warm<br>• to toast<br>
煽,<big><font color='#f00'>shān</font></big><br>• to fan into a flame<br>• to incite<br>
熀,<big><font color='#f00'>huǎng</font></big><br>• bright<br>• dazzling<br>
熁,<big><font color='#f00'>xié</font></big><br>• (meaning uncertain)<br>
熄,"<big><font color='#f00'>xī</font></big><br>• to extinguish<br>• to put out (fire)<br>• to quench<br>• to stop burning<br>• to go out (of fire, lamp etc)<br>• to come to an end<br>• to wither away<br>• to die out<br>• Taiwan pr. [xí]<br>"
熅,<big><font color='#f00'>yùn</font></big><br>• variant of 熨[yùn]<br>
熇,<big><font color='#f00'>kǎo</font></big><br>• dry<br>
熈,<big><font color='#f00'>xī</font></big><br>• variant of 熙[xī]<br>
熉,<big><font color='#f00'>yún</font></big><br>• (yellow color)<br>
熊,<big><font color='#f00'>Xióng</font></big><br>• surname Xiong<br>
熊,<big><font color='#f00'>xióng</font></big><br>• bear<br>• (coll.) to scold<br>• to rebuke<br>• (coll.) weak<br>• incapable<br>
熏,<big><font color='#f00'>xūn</font></big><br>• to smoke<br>• to fumigate<br>• to assail the nostrils<br>• to perfume<br>
熒,<big><font color='#f00'>yíng</font></big><br>• a glimmer<br>• glimmering<br>• twinkling<br>• fluorescence<br>• phosphorescence<br>• perplexed<br>• dazzled and confused<br>• planet Mars (arch.)<br>
熔,<big><font color='#f00'>róng</font></big><br>• to smelt<br>• to fuse<br>
熗,<big><font color='#f00'>qiàng</font></big><br>• to stir-fry then cook with sauce and water<br>• to boil food briefly then dress with soy etc<br>• to choke<br>• to irritate (throat etc)<br>
熘,"<big><font color='#f00'>liū</font></big><br>• quick-fry<br>• sim. to stir-frying, but with cornstarch added<br>• also written 溜<br>"
熙,<big><font color='#f00'>xī</font></big><br>• prosperous<br>• splendid<br>
熛,<big><font color='#f00'>biāo</font></big><br>• blaze<br>• flame flaring<br>
熜,<big><font color='#f00'>cōng</font></big><br>• chimney (old)<br>
熜,<big><font color='#f00'>zǒng</font></big><br>• torch made from hemp straw (old)<br>
熟,<big><font color='#f00'>shú</font></big><br>• cooked (of food)<br>• ripe (of fruit)<br>• mature (of seeds)<br>• familiar<br>• skilled<br>• done<br>• also pr. [shóu]<br>
熠,<big><font color='#f00'>yì</font></big><br>• to glow<br>• to flash<br>
熤,<big><font color='#f00'>yì</font></big><br>• (person)<br>
熨,<big><font color='#f00'>yù</font></big><br>• reconciled<br>• smooth<br>
熨,<big><font color='#f00'>yùn</font></big><br>• an iron<br>• to iron<br>
熬,<big><font color='#f00'>āo</font></big><br>• to boil<br>• to simmer<br>
熬,<big><font color='#f00'>áo</font></big><br>• to cook on a slow fire<br>• to extract by heating<br>• to decoct<br>• to endure<br>
熯,<big><font color='#f00'>hàn</font></big><br>• to dry with fire<br>
熰,<big><font color='#f00'>ōu</font></big><br>• severe drought<br>• exceptionally hot weather<br>
熰,<big><font color='#f00'>ǒu</font></big><br>• copious smoke produced by smoldering firewood<br>• half alight<br>• to use the smoke of burning wormwood etc to repel insects<br>
熱,<big><font color='#f00'>rè</font></big><br>• to warm up<br>• to heat up<br>• hot (of weather)<br>• heat<br>• fervent<br>
熲,<big><font color='#f00'>jiǒng</font></big><br>• blaze<br>• bright<br>
熳,<big><font color='#f00'>màn</font></big><br>• to spread<br>
熴,<big><font color='#f00'>kūn</font></big><br>• variant of 焜[kūn]<br>
熵,<big><font color='#f00'>shāng</font></big><br>• entropy (physics)<br>
熸,<big><font color='#f00'>jiān</font></big><br>• to extinguish (of fire)<br>
熹,<big><font color='#f00'>xī</font></big><br>• bright<br>• warm<br>
熾,<big><font color='#f00'>chì</font></big><br>• to burn<br>• to blaze<br>• splendid<br>• illustrious<br>
熿,<big><font color='#f00'>huáng</font></big><br>• brilliant<br>
燀,<big><font color='#f00'>chǎn</font></big><br>• to make a fire<br>
燁,<big><font color='#f00'>yè</font></big><br>• blaze of fire<br>• glorious<br>
燂,<big><font color='#f00'>qián</font></big><br>• to heat<br>• to scorch<br>
燃,<big><font color='#f00'>rán</font></big><br>• to burn<br>• to ignite<br>• to light<br>• fig. to spark off (hopes)<br>• to start (debate)<br>• to raise (hopes)<br>
燄,<big><font color='#f00'>yàn</font></big><br>• variant of 焰[yàn]<br>
燇,<big><font color='#f00'>jùn</font></big><br>• old variant of 焌[jùn]<br>
燈,<big><font color='#f00'>dēng</font></big><br>• lamp<br>• light<br>• lantern<br>• CL:盞|盏[zhǎn]<br>
燉,<big><font color='#f00'>dùn</font></big><br>• to stew<br>
燊,<big><font color='#f00'>shēn</font></big><br>• brisk<br>• vigorous (of fire)<br>
燋,<big><font color='#f00'>jiāo</font></big><br>• to cauterize<br>• to scorch<br>
燎,<big><font color='#f00'>liáo</font></big><br>• to burn<br>• to set afire<br>
燎,<big><font color='#f00'>liǎo</font></big><br>• to singe<br>
燏,<big><font color='#f00'>yù</font></big><br>• radiance of fire<br>
燐,<big><font color='#f00'>lín</font></big><br>• variant of 磷[lín]<br>
燒,"<big><font color='#f00'>shāo</font></big><br>• to burn<br>• to cook<br>• to stew<br>• to bake<br>• to roast<br>• to heat<br>• to boil (tea, water etc)<br>• fever<br>• to run a temperature<br>• (coll.) to let things go to one's head<br>"
燔,<big><font color='#f00'>fán</font></big><br>• burn<br>• to roast meat for sacrifice<br>
燕,"<big><font color='#f00'>Yān</font></big><br>• Yan, a vassal state of Zhou in modern Hebei and Liaoning<br>• north Hebei<br>• the four Yan kingdoms of the Sixteen Kingdoms, namely: Former Yan 前燕 (337-370), Later Yan 後燕|后燕 (384-409), Southern Yan 南燕 (398-410), Northern Yan 北燕 (409-436)<br>• surname Yan<br>"
燕,<big><font color='#f00'>yàn</font></big><br>• swallow (family Hirundinidae)<br>• old variant of 宴[yàn]<br>
燖,<big><font color='#f00'>xún</font></big><br>• warm up (food)<br>
燗,<big><font color='#f00'>làn</font></big><br>• old variant of 爛|烂[làn]<br>
燙,<big><font color='#f00'>tàng</font></big><br>• to scald<br>• to burn (by scalding)<br>• to blanch (cooking)<br>• to heat (sth) up in hot water<br>• to perm<br>• to iron<br>• scalding hot<br>
燚,<big><font color='#f00'>yì</font></big><br>• to blaze<br>• (used in given names)<br>
燜,<big><font color='#f00'>mèn</font></big><br>• to cook in a covered vessel<br>• to casserole<br>• to stew<br>
營,<big><font color='#f00'>yíng</font></big><br>• camp<br>• barracks<br>• battalion<br>• to build<br>• to operate<br>• to manage<br>• to strive for<br>
燠,<big><font color='#f00'>yù</font></big><br>• warm<br>
燡,<big><font color='#f00'>yì</font></big><br>• blazing<br>• radiant<br>
燥,<big><font color='#f00'>zào</font></big><br>• dry<br>• parched<br>• impatient<br>
燦,<big><font color='#f00'>càn</font></big><br>• glorious<br>• bright<br>• brilliant<br>• lustrous<br>• resplendent<br>
燧,"<big><font color='#f00'>suì</font></big><br>• fire<br>• speculum<br>• to obtain fire by drilling wood, striking flint, sun's rays etc<br>"
燨,<big><font color='#f00'>xī</font></big><br>• fire<br>
燬,<big><font color='#f00'>huǐ</font></big><br>• variant of 毀|毁[huǐ]<br>• to destroy by fire<br>• a blaze<br>
燭,<big><font color='#f00'>zhú</font></big><br>• candle<br>• (literary) to illuminate<br>
燮,<big><font color='#f00'>Xiè</font></big><br>• surname Xie<br>
燮,<big><font color='#f00'>xiè</font></big><br>• to blend<br>• to adjust<br>• to harmonize<br>• harmony<br>
燰,<big><font color='#f00'>wēi</font></big><br>• old variant of 煨[wēi]<br>
燴,<big><font color='#f00'>huì</font></big><br>• to braise<br>• to cook in soy and vinegar<br>• braised<br>• cooked in soy and vinegar<br>
燶,<big><font color='#f00'>nóng</font></big><br>• (dialect) to burn<br>• to scorch<br>
燹,<big><font color='#f00'>xiǎn</font></big><br>• conflagration<br>
燻,<big><font color='#f00'>xūn</font></big><br>• variant of 熏[xūn]<br>
燼,<big><font color='#f00'>jìn</font></big><br>• ashes<br>• embers<br>
燽,<big><font color='#f00'>chóu</font></big><br>• salience<br>• prominent<br>• notable<br>
燾,<big><font color='#f00'>dào</font></big><br>• cover over<br>• to envelope<br>
燿,<big><font color='#f00'>yào</font></big><br>• brilliant<br>• glorious<br>
爆,<big><font color='#f00'>bào</font></big><br>• to explode or burst<br>• to quick fry or quick boil<br>
爇,<big><font color='#f00'>rè</font></big><br>• heat<br>• to burn<br>
爇,<big><font color='#f00'>ruò</font></big><br>• burn<br>• heat<br>
爊,<big><font color='#f00'>āo</font></big><br>• variant of 熬[āo]<br>
爌,<big><font color='#f00'>huǎng</font></big><br>• old variant of 晃[huǎng]<br>• bright<br>
爌,<big><font color='#f00'>kòng</font></big><br>• see 爌肉[kòng ròu]<br>
爌,<big><font color='#f00'>kuǎng</font></big><br>• flame light<br>
爌,<big><font color='#f00'>kuàng</font></big><br>• old variant of 曠|旷[kuàng]<br>• bright and spacious<br>
爍,<big><font color='#f00'>shuò</font></big><br>• bright<br>• luminous<br>
爐,<big><font color='#f00'>lú</font></big><br>• stove<br>• furnace<br>
爓,<big><font color='#f00'>yàn</font></big><br>• flame<br>
爕,<big><font color='#f00'>xiè</font></big><br>• old variant of 燮[xiè]<br>
爗,<big><font color='#f00'>yè</font></big><br>• variant of 燁|烨[yè]<br>
爚,<big><font color='#f00'>yuè</font></big><br>• bright<br>• fiery<br>
爛,<big><font color='#f00'>làn</font></big><br>• soft<br>• mushy<br>• well-cooked and soft<br>• to rot<br>• to decompose<br>• rotten<br>• worn out<br>• chaotic<br>• messy<br>• utterly<br>• thoroughly<br>• crappy<br>• bad<br>
爝,<big><font color='#f00'>jué</font></big><br>• torch<br>
爟,<big><font color='#f00'>guàn</font></big><br>• light a fire<br>
爤,<big><font color='#f00'>làn</font></big><br>• old variant of 爛|烂[làn]<br>
爥,<big><font color='#f00'>zhú</font></big><br>• old variant of 燭|烛[zhú]<br>
爨,<big><font color='#f00'>Cuàn</font></big><br>• surname Cuan<br>
爨,<big><font color='#f00'>cuàn</font></big><br>• cooking-stove<br>• to cook<br>
爪,<big><font color='#f00'>zhuǎ</font></big><br>• claw<br>
爫,<big><font color='#f00'>zhǎo</font></big><br>• 'claw' radical in Chinese characters (Kangxi radical 87)<br>
爬,<big><font color='#f00'>pá</font></big><br>• to crawl<br>• to climb<br>• to get up or sit up<br>
爭,<big><font color='#f00'>zhēng</font></big><br>• to strive for<br>• to vie for<br>• to argue or debate<br>• deficient or lacking (dialect)<br>• how or what (literary)<br>
爯,<big><font color='#f00'>chèn</font></big><br>• old variant of 稱|称[chèn]<br>
爯,<big><font color='#f00'>chēng</font></big><br>• old variant of 稱|称[chēng]<br>
爰,<big><font color='#f00'>Yuán</font></big><br>• surname Yuan<br>
爰,<big><font color='#f00'>yuán</font></big><br>• therefore<br>• consequently<br>• thus<br>• hence<br>• thereupon<br>• it follows that<br>• where?<br>• to change (into)<br>• ancient unit of weight and money<br>
爲,<big><font color='#f00'>wéi</font></big><br>• variant of 為|为[wéi]<br>• as (i.e. in the capacity of)<br>• to take sth as<br>• to act as<br>• to serve as<br>• to behave as<br>• to become<br>• to be<br>• to do<br>
爲,"<big><font color='#f00'>wèi</font></big><br>• variant of 為|为[wèi], because of<br>• for<br>• to<br>"
爵,<big><font color='#f00'>jué</font></big><br>• ancient bronze wine holder with 3 legs and loop handle<br>• nobility<br>
父,<big><font color='#f00'>fù</font></big><br>• father<br>
爸,<big><font color='#f00'>bà</font></big><br>• father<br>• dad<br>• pa<br>• papa<br>
爹,<big><font color='#f00'>diē</font></big><br>• dad<br>
爺,<big><font color='#f00'>yé</font></big><br>• grandpa<br>• old gentleman<br>
爻,"<big><font color='#f00'>yáo</font></big><br>• the solid and broken lines of the eight trigrams 八卦[bā guà], e.g. ☶<br>"
爽,<big><font color='#f00'>shuǎng</font></big><br>• bright<br>• clear<br>• crisp<br>• open<br>• frank<br>• straightforward<br>• to feel well<br>• fine<br>• pleasurable<br>• invigorating<br>• to deviate<br>
爾,<big><font color='#f00'>ěr</font></big><br>• thus<br>• so<br>• like that<br>• you<br>• thou<br>
爿,"<big><font color='#f00'>qiáng</font></big><br>• 'piece of wood' radical in Chinese characters (Kangxi radical 90), mirror image of 片[piàn]<br>"
爿,"<big><font color='#f00'>pán</font></big><br>• classifier for strips of land or bamboo, shops, factories etc<br>• slit bamboo or chopped wood (dialect)<br>"
牀,<big><font color='#f00'>chuáng</font></big><br>• variant of 床[chuáng]<br>
牁,<big><font color='#f00'>kē</font></big><br>• (used in place names)<br>• Taiwan pr. [gē]<br>
牂,<big><font color='#f00'>zāng</font></big><br>• female sheep<br>• place name<br>
牄,<big><font color='#f00'>qiāng</font></big><br>• to walk rapidly<br>
牆,"<big><font color='#f00'>qiáng</font></big><br>• wall<br>• CL:面[miàn],堵[dǔ]<br>"
片,<big><font color='#f00'>piān</font></big><br>• disk<br>• sheet<br>
片,"<big><font color='#f00'>piàn</font></big><br>• thin piece<br>• flake<br>• a slice<br>• film<br>• TV play<br>• to slice<br>• to carve thin<br>• partial<br>• incomplete<br>• one-sided<br>• classifier for slices, tablets, tract of land, area of water<br>• classifier for CDs, movies, DVDs etc<br>• used with numeral 一[yī]: classifier for scenario, scene, feeling, atmosphere, sound etc<br>"
版,<big><font color='#f00'>bǎn</font></big><br>• a register<br>• block of printing<br>• edition<br>• version<br>• page<br>
牋,<big><font color='#f00'>jiān</font></big><br>• variant of 箋|笺[jiān]<br>
