character,defination
漦,<big><font color='#f00'>lí</font></big><br>• go with current<br>• mucus<br>• spittle<br>
漩,<big><font color='#f00'>xuán</font></big><br>• whirlpool<br>• eddy<br>• also pr. [xuàn]<br>
漪,<big><font color='#f00'>yī</font></big><br>• ripple<br>
漫,<big><font color='#f00'>màn</font></big><br>• free<br>• unrestrained<br>• to inundate<br>
漬,<big><font color='#f00'>zì</font></big><br>• to soak<br>• to be stained<br>• stain<br>• floodwater<br>
漭,<big><font color='#f00'>mǎng</font></big><br>• vast<br>• expansive (of water)<br>
漯,<big><font color='#f00'>tà</font></big><br>• name of a river<br>
漰,<big><font color='#f00'>pēng</font></big><br>• noise of dashing waves<br>
漱,<big><font color='#f00'>shù</font></big><br>• to rinse one's mouth with water<br>• to gargle<br>
漲,"<big><font color='#f00'>zhǎng</font></big><br>• to rise (of prices, rivers)<br>"
漲,<big><font color='#f00'>zhàng</font></big><br>• to swell<br>• to distend<br>
漳,<big><font color='#f00'>Zhāng</font></big><br>• Zhang river in Fujian<br>
漵,<big><font color='#f00'>xù</font></big><br>• name of a river<br>
漶,<big><font color='#f00'>huàn</font></big><br>• indecipherable<br>
漷,<big><font color='#f00'>kuò</font></big><br>• clashing of two currents<br>
漸,<big><font color='#f00'>jiān</font></big><br>• to imbue<br>
漸,<big><font color='#f00'>jiàn</font></big><br>• gradual<br>• gradually<br>
漼,<big><font color='#f00'>cuǐ</font></big><br>• having the appearance of depth<br>
漾,<big><font color='#f00'>yàng</font></big><br>• to overflow<br>• to ripple<br>• used in place names<br>• see 漾濞[Yàng bì]<br>
漿,<big><font color='#f00'>jiāng</font></big><br>• broth<br>• serum<br>• to starch<br>
漿,<big><font color='#f00'>jiàng</font></big><br>• starch paste<br>
潀,<big><font color='#f00'>cóng</font></big><br>• gather<br>• flow into (water)<br>• sound of waters flowing together<br>
潁,<big><font color='#f00'>Yǐng</font></big><br>• river in Henan and Anhui<br>
潁,<big><font color='#f00'>yǐng</font></big><br>• grain husk<br>• tip of sth short and slender<br>
潃,<big><font color='#f00'>xiǔ</font></big><br>• old variant of 滫[xiǔ]<br>
潄,<big><font color='#f00'>shù</font></big><br>• variant of 漱[shù]<br>
潎,<big><font color='#f00'>pì</font></big><br>• rippling<br>• pour<br>
潏,<big><font color='#f00'>jué</font></big><br>• to bubble up<br>
潑,<big><font color='#f00'>pō</font></big><br>• to splash<br>• to spill<br>• rough and coarse<br>• brutish<br>
潔,<big><font color='#f00'>jié</font></big><br>• clean<br>
潕,<big><font color='#f00'>wǔ</font></big><br>• river in Henan<br>
潗,<big><font color='#f00'>jí</font></big><br>• friendly<br>• harmonious<br>
潘,"<big><font color='#f00'>Pān</font></big><br>• surname Pan<br>• Pan, faun in Greek mythology, son of Hermes<br>"
潚,<big><font color='#f00'>xiāo</font></big><br>• sound of rain and wind<br>
潛,<big><font color='#f00'>qián</font></big><br>• hidden<br>• secret<br>• latent<br>• to hide<br>• to conceal<br>• to submerge<br>• to dive<br>
潝,<big><font color='#f00'>xī</font></big><br>• to agree<br>
潞,<big><font color='#f00'>Lù</font></big><br>• name of a river<br>• surname Lu<br>
潟,<big><font color='#f00'>xì</font></big><br>• saline land<br>• salt marsh<br>
潠,<big><font color='#f00'>xùn</font></big><br>• spurt out of the mouth<br>
潢,<big><font color='#f00'>huáng</font></big><br>• dye paper<br>• lake<br>• pond<br>• mount scroll<br>
潤,<big><font color='#f00'>rùn</font></big><br>• to moisten<br>• to lubricate<br>• to embellish<br>• moist<br>• glossy<br>• sleek<br>
潦,<big><font color='#f00'>lǎo</font></big><br>• flooded<br>• heavy rain<br>
潭,<big><font color='#f00'>Tán</font></big><br>• surname Tan<br>
潭,<big><font color='#f00'>tán</font></big><br>• deep pool<br>• pond<br>• pit (dialect)<br>• depression<br>
潮,<big><font color='#f00'>cháo</font></big><br>• tide<br>• current<br>• damp<br>• moist<br>• humid<br>
潯,<big><font color='#f00'>xún</font></big><br>• name of a river<br>• steep bank<br>
潰,<big><font color='#f00'>kuì</font></big><br>• to be dispersed<br>• to break down<br>• to fester<br>• to ulcerate<br>
潲,<big><font color='#f00'>shào</font></big><br>• driving rain<br>• to sprinkle<br>
潵,<big><font color='#f00'>Sǎ</font></big><br>• name of a river in Hebei Province<br>
潵,<big><font color='#f00'>sǎ</font></big><br>• old variant of 撒[sǎ]<br>
潵,<big><font color='#f00'>sàn</font></big><br>• to disperse water<br>
潷,<big><font color='#f00'>bì</font></big><br>• to drain<br>• to strain<br>• to decant<br>
潸,<big><font color='#f00'>shān</font></big><br>• tearfully<br>
潺,<big><font color='#f00'>chán</font></big><br>• flow<br>• trickle (of water)<br>
潼,<big><font color='#f00'>tóng</font></big><br>• high<br>• name of a pass<br>
潽,<big><font color='#f00'>pū</font></big><br>• to boil over<br>
潾,<big><font color='#f00'>lín</font></big><br>• clear (as of water)<br>
潿,<big><font color='#f00'>wéi</font></big><br>• still water<br>
澀,<big><font color='#f00'>sè</font></big><br>• astringent<br>• tart<br>• acerbity<br>• unsmooth<br>• rough (surface)<br>• hard to understand<br>• obscure<br>
澁,<big><font color='#f00'>sè</font></big><br>• old variant of 澀|涩[sè]<br>
澂,<big><font color='#f00'>chéng</font></big><br>• variant of 澄[chéng]<br>
澃,<big><font color='#f00'>jiǒng</font></big><br>• clear<br>
澄,<big><font color='#f00'>Chéng</font></big><br>• surname Cheng<br>
澄,<big><font color='#f00'>chéng</font></big><br>• clear<br>• limpid<br>• to clarify<br>• to purify<br>
澄,<big><font color='#f00'>dèng</font></big><br>• (of liquid) to settle<br>• to become clear<br>
澆,<big><font color='#f00'>jiāo</font></big><br>• to pour liquid<br>• to irrigate (using waterwheel)<br>• to water<br>• to cast (molten metal)<br>• to mold<br>
澇,<big><font color='#f00'>lào</font></big><br>• flooded<br>
澈,<big><font color='#f00'>chè</font></big><br>• clear (water)<br>• thorough<br>
澉,<big><font color='#f00'>gǎn</font></big><br>• place name<br>• wash<br>
澌,<big><font color='#f00'>sī</font></big><br>• drain dry<br>• to exhaust<br>
澍,<big><font color='#f00'>shù</font></big><br>• moisture<br>• timely rain<br>
澎,<big><font color='#f00'>péng</font></big><br>• sound of waves<br>
澐,<big><font color='#f00'>yún</font></big><br>• river waves<br>
澒,<big><font color='#f00'>hòng</font></big><br>• vast<br>• infinite<br>
澔,<big><font color='#f00'>hào</font></big><br>• grand<br>• vast (of water)<br>
澗,<big><font color='#f00'>jiàn</font></big><br>• mountain stream<br>
澙,<big><font color='#f00'>xì</font></big><br>• variant of 潟[xì]<br>
澟,<big><font color='#f00'>lǐn</font></big><br>• old variant of 凜|凛[lǐn]<br>
澠,<big><font color='#f00'>shéng</font></big><br>• name of a river in Shandong<br>
澡,<big><font color='#f00'>zǎo</font></big><br>• bath<br>
澣,<big><font color='#f00'>huàn</font></big><br>• variant of 浣[huàn]<br>
澤,<big><font color='#f00'>zé</font></big><br>• pool<br>• pond<br>• (of metals etc) luster<br>• favor or beneficence<br>• damp<br>• moist<br>
澥,<big><font color='#f00'>xiè</font></big><br>• to become watery<br>• creek<br>
澦,<big><font color='#f00'>Yù</font></big><br>• (place name in Sichuan)<br>
澧,"<big><font color='#f00'>Lǐ</font></big><br>• Lishui River in north Hunan, flowing into Lake Dongting 洞庭湖<br>• surname Li<br>"
澨,<big><font color='#f00'>shì</font></big><br>• bank<br>• shore<br>• name of a river<br>
澫,<big><font color='#f00'>màn</font></big><br>• variant of 漫[màn]<br>• overflow of water<br>• spreading<br>
澬,<big><font color='#f00'>zī</font></big><br>• to rain continuously<br>
澮,<big><font color='#f00'>kuài</font></big><br>• drain<br>• stream<br>
澰,<big><font color='#f00'>liàn</font></big><br>• full of water<br>• trough<br>
澱,<big><font color='#f00'>diàn</font></big><br>• sediment<br>• precipitate<br>
澳,<big><font color='#f00'>Aò</font></big><br>• abbr. for Macao 澳門|澳门<br>• abbr. for Australia 澳大利亞|澳大利亚<br>
澳,<big><font color='#f00'>ào</font></big><br>• deep bay<br>• cove<br>• harbor<br>
澴,<big><font color='#f00'>huán</font></big><br>• to return (of waves)<br>
澶,<big><font color='#f00'>chán</font></big><br>• still (as of water)<br>• still water<br>
澹,<big><font color='#f00'>Tán</font></big><br>• surname Tan<br>
澹,<big><font color='#f00'>dàn</font></big><br>• tranquil<br>• placid<br>• quiet<br>
澼,<big><font color='#f00'>pì</font></big><br>• bleach<br>• to clean<br>
澽,<big><font color='#f00'>Jù</font></big><br>• (name of a river in Shaanxi Province)<br>
激,<big><font color='#f00'>jī</font></big><br>• to arouse<br>• to incite<br>• to excite<br>• to stimulate<br>• sharp<br>• fierce<br>• violent<br>
濁,<big><font color='#f00'>zhuó</font></big><br>• turbid<br>• muddy<br>• impure<br>
濂,<big><font color='#f00'>lián</font></big><br>• name of a river in Hunan<br>
濃,<big><font color='#f00'>nóng</font></big><br>• concentrated<br>• dense<br>• strong (smell etc)<br>
濆,<big><font color='#f00'>fén</font></big><br>• edge of water<br>
濇,<big><font color='#f00'>sè</font></big><br>• grating (of surfaces)<br>
濈,<big><font color='#f00'>jí</font></big><br>• many<br>
濉,<big><font color='#f00'>suī</font></big><br>• name of a river<br>
濊,<big><font color='#f00'>huì</font></big><br>• vast<br>• expansive (as of water)<br>
濋,"<big><font color='#f00'>Chǔ</font></big><br>• name of an ancient river (in present-day Dingtao County 定陶縣|定陶县[Dìng táo Xiàn], Shandong)<br>"
濍,<big><font color='#f00'>sōng</font></big><br>• (onom.) sound of water<br>
濔,<big><font color='#f00'>mǐ</font></big><br>• many<br>• numerous<br>
濕,<big><font color='#f00'>shī</font></big><br>• moist<br>• wet<br>
濘,<big><font color='#f00'>nìng</font></big><br>• muddy<br>
濛,<big><font color='#f00'>méng</font></big><br>• drizzle<br>• mist<br>
濜,<big><font color='#f00'>Jìn</font></big><br>• river in Hubei province<br>
濞,<big><font color='#f00'>bì</font></big><br>• used in place names<br>• see 漾濞[Yàng bì]<br>
濟,<big><font color='#f00'>jì</font></big><br>• to cross a river<br>• to aid or relieve<br>• to be of help<br>
濠,<big><font color='#f00'>háo</font></big><br>• trench<br>
濡,<big><font color='#f00'>rú</font></big><br>• dilatory<br>• to moisten<br>
濤,<big><font color='#f00'>tāo</font></big><br>• big wave<br>• Taiwan pr. [táo]<br>
濩,<big><font color='#f00'>huò</font></big><br>• cook<br>• dashing of water<br>
濫,<big><font color='#f00'>làn</font></big><br>• overflowing<br>• excessive<br>• indiscriminate<br>
濬,<big><font color='#f00'>jùn</font></big><br>• variant of 浚[jùn]<br>
濮,<big><font color='#f00'>Pú</font></big><br>• name of a river<br>• surname Pu<br>
濯,<big><font color='#f00'>zhào</font></big><br>• variant of 櫂|棹[zhào]<br>
濯,<big><font color='#f00'>zhuó</font></big><br>• to wash<br>• to cleanse of evil<br>
濰,<big><font color='#f00'>wéi</font></big><br>• name of a river<br>
濱,<big><font color='#f00'>bīn</font></big><br>• shore<br>• beach<br>• coast<br>• bank<br>• to border on<br>
濲,<big><font color='#f00'>gǔ</font></big><br>• name of a river in Hunan<br>
濶,<big><font color='#f00'>kuò</font></big><br>• variant of 闊|阔[kuò]<br>
濺,<big><font color='#f00'>jiàn</font></big><br>• to splash<br>
濼,<big><font color='#f00'>luò</font></big><br>• name of a river<br>
濾,<big><font color='#f00'>lu:4</font></big><br>• to strain<br>• to filter<br>
瀁,<big><font color='#f00'>yàng</font></big><br>• ripples<br>
瀅,<big><font color='#f00'>yíng</font></big><br>• clear<br>• limpid (of water)<br>
瀆,<big><font color='#f00'>dú</font></big><br>• disrespectful<br>• (literary) ditch<br>
瀉,<big><font color='#f00'>xiè</font></big><br>• to flow out swiftly<br>• to flood<br>• a torrent<br>• diarrhea<br>• laxative<br>
瀋,<big><font color='#f00'>shěn</font></big><br>• liquid<br>• to pour<br>
瀌,<big><font color='#f00'>biāo</font></big><br>• copious (of rain or snow)<br>
瀍,<big><font color='#f00'>Chán</font></big><br>• Chanshui river in Henan<br>
瀏,<big><font color='#f00'>liú</font></big><br>• clear<br>• deep (of water)<br>• swift<br>
瀑,<big><font color='#f00'>bào</font></big><br>• shower (rain)<br>
瀑,<big><font color='#f00'>pù</font></big><br>• waterfall<br>
瀒,<big><font color='#f00'>sè</font></big><br>• variant of 濇[sè]<br>
瀔,<big><font color='#f00'>gǔ</font></big><br>• river name in Henan province<br>
瀕,<big><font color='#f00'>bīn</font></big><br>• to approach<br>• to border on<br>• near<br>
瀘,<big><font color='#f00'>lú</font></big><br>• old name of a river in Jiangxi<br>• place name<br>
瀚,<big><font color='#f00'>hàn</font></big><br>• ocean<br>• vastness<br>
瀛,<big><font color='#f00'>yíng</font></big><br>• ocean<br>
瀝,<big><font color='#f00'>lì</font></big><br>• to drip<br>• to strain or filter<br>• a trickle<br>
瀟,<big><font color='#f00'>xiāo</font></big><br>• (of water) deep and clear<br>• (of wind and rain) howling and pounding<br>• (of light rain) pattering<br>
瀠,<big><font color='#f00'>yíng</font></big><br>• eddy<br>• small river<br>
瀡,<big><font color='#f00'>suǐ</font></big><br>• slippery<br>
瀣,<big><font color='#f00'>xiè</font></big><br>• mist<br>• vapor<br>
瀦,<big><font color='#f00'>zhū</font></big><br>• pool<br>• pond<br>
瀧,<big><font color='#f00'>Shuāng</font></big><br>• Shuang river in Hunan and Guangdong (modern Wu river 武水)<br>
瀧,<big><font color='#f00'>lóng</font></big><br>• rapids<br>• waterfall<br>• torrential (rain)<br>
瀨,<big><font color='#f00'>lài</font></big><br>• name of a river<br>• rushing of water<br>
瀬,<big><font color='#f00'>lài</font></big><br>• Japanese variant of 瀨|濑<br>
瀰,<big><font color='#f00'>mí</font></big><br>• brimming or overflowing<br>
瀲,<big><font color='#f00'>liàn</font></big><br>• full of water<br>• trough<br>
瀳,<big><font color='#f00'>jiàn</font></big><br>• to arrive (of water)<br>
瀵,<big><font color='#f00'>fèn</font></big><br>• name of a river<br>• valley vapor<br>
瀹,<big><font color='#f00'>yuè</font></big><br>• to cleanse<br>• to boil<br>
瀺,<big><font color='#f00'>chán</font></big><br>• sound of water<br>
瀼,<big><font color='#f00'>ráng</font></big><br>• dewy<br>
瀾,<big><font color='#f00'>lán</font></big><br>• swelling water<br>
灃,"<big><font color='#f00'>fēng</font></big><br>• rainy<br>• place name in Shaanxi<br>• Feng River in Shaanxi 陝西|陕西, tributary of Wei River 渭水<br>"
灄,<big><font color='#f00'>shè</font></big><br>• name of a river<br>
灉,<big><font color='#f00'>yōng</font></big><br>• name of a river<br>• sluice<br>
灋,<big><font color='#f00'>fǎ</font></big><br>• old variant of 法[fǎ]<br>• law<br>
灌,<big><font color='#f00'>guàn</font></big><br>• to irrigate<br>• to pour<br>• to install (software)<br>• to record (music)<br>
灑,<big><font color='#f00'>sǎ</font></big><br>• to sprinkle<br>• to spray<br>• to spill<br>• to shed<br>
灒,"<big><font color='#f00'>zàn</font></big><br>• to spatter, to splash, to scatter<br>"
灕,<big><font color='#f00'>Lí</font></big><br>• name of a river<br>
灕,<big><font color='#f00'>lí</font></big><br>• to seep through<br>
灖,<big><font color='#f00'>mǐ</font></big><br>• (used to describe flowing water)<br>
灘,"<big><font color='#f00'>tān</font></big><br>• beach<br>• shoal<br>• rapids<br>• CL:片[piàn]<br>• classifier for liquids: pool, puddle<br>"
灝,<big><font color='#f00'>hào</font></big><br>• vast (of water)<br>
灞,<big><font color='#f00'>Bà</font></big><br>• name of a river<br>
灠,<big><font color='#f00'>lǎn</font></big><br>• variant of 漤[lǎn]<br>
灠,<big><font color='#f00'>làn</font></big><br>• variant of 濫|滥[làn]<br>
灢,"<big><font color='#f00'>nǎng</font></big><br>• muddy<br>• thick, muddy water<br>"
灣,<big><font color='#f00'>wān</font></big><br>• bay<br>• gulf<br>• to cast anchor<br>• to moor (a boat)<br>
灤,<big><font color='#f00'>Luán</font></big><br>• river and county in Hebei Province<br>
灥,<big><font color='#f00'>xún</font></big><br>• a group of springs<br>
灨,<big><font color='#f00'>Gàn</font></big><br>• variant of 贛|赣[Gàn]<br>
灩,<big><font color='#f00'>yàn</font></big><br>• tossing of billows<br>
灪,<big><font color='#f00'>yù</font></big><br>• (obscure) variant of 鬱|郁[yù]<br>• rich<br>• great wave<br>
火,<big><font color='#f00'>Huǒ</font></big><br>• surname Huo<br>
火,<big><font color='#f00'>huǒ</font></big><br>• fire<br>• urgent<br>• ammunition<br>• fiery or flaming<br>• internal heat (Chinese medicine)<br>• hot (popular)<br>• classifier for military units (old)<br>
灮,<big><font color='#f00'>guāng</font></big><br>• old variant of 光[guāng]<br>
灰,<big><font color='#f00'>huī</font></big><br>• ash<br>• dust<br>• lime<br>• gray<br>• discouraged<br>• dejected<br>
灴,"<big><font color='#f00'>hóng</font></big><br>• to bake, to roast<br>• to dry at a fire<br>"
灶,<big><font color='#f00'>zào</font></big><br>• kitchen stove<br>• kitchen<br>
灸,<big><font color='#f00'>jiǔ</font></big><br>• moxibustion (TCM)<br>
灺,<big><font color='#f00'>xiè</font></big><br>• candle stub<br>
灼,<big><font color='#f00'>zhuó</font></big><br>• luminous<br>• burning<br>• to burn<br>• to cauterize<br>
災,<big><font color='#f00'>zāi</font></big><br>• disaster<br>• calamity<br>
炁,"<big><font color='#f00'>qì</font></big><br>• variant of 氣|气[qì], breath<br>• air<br>• steam<br>• gas<br>• weather<br>• used in Taoist charms<br>"
炅,<big><font color='#f00'>Guì</font></big><br>• surname Gui<br>
炅,<big><font color='#f00'>jiǒng</font></big><br>• (literary) bright<br>• shining<br>• brilliance<br>
炆,<big><font color='#f00'>wén</font></big><br>• (Cantonese) to simmer<br>• to cook over a slow fire<br>
炊,<big><font color='#f00'>chuī</font></big><br>• to cook food<br>
炎,<big><font color='#f00'>yán</font></big><br>• flame<br>• inflammation<br>• -itis<br>
炏,<big><font color='#f00'>yán</font></big><br>• old variant of 炎[yán]<br>
炒,<big><font color='#f00'>chǎo</font></big><br>• to sauté<br>• to stir-fry<br>• to speculate<br>• to hype<br>• to fire (sb)<br>
炔,<big><font color='#f00'>Guì</font></big><br>• surname Gui<br>
炔,<big><font color='#f00'>quē</font></big><br>• alkyne<br>
炕,<big><font color='#f00'>kàng</font></big><br>• kang (a heatable brick bed)<br>• to bake<br>• to dry by the heat of a fire<br>
炗,<big><font color='#f00'>guāng</font></big><br>• old variant of 光[guāng]<br>
炘,<big><font color='#f00'>xīn</font></big><br>• mid-day glare<br>• heat<br>
炙,<big><font color='#f00'>zhì</font></big><br>• to broil<br>• to roast<br>
炤,<big><font color='#f00'>Zhào</font></big><br>• surname Zhao<br>
炤,<big><font color='#f00'>zhào</font></big><br>• variant of 照[zhào]<br>• to shine<br>• to illuminate<br>
炫,<big><font color='#f00'>xuàn</font></big><br>• to dazzle<br>• to boast<br>• to show off<br>• (slang) cool<br>• awesome<br>
炬,<big><font color='#f00'>jù</font></big><br>• torch<br>
炭,<big><font color='#f00'>tàn</font></big><br>• wood charcoal<br>• coal<br>
炮,<big><font color='#f00'>bāo</font></big><br>• to sauté<br>• to fry<br>• to dry by heating<br>
炮,<big><font color='#f00'>páo</font></big><br>• to prepare herbal medicine by roasting or parching (in a pan)<br>
炮,<big><font color='#f00'>pào</font></big><br>• cannon<br>• CL:座[zuò]<br>• firecracker<br>
炯,<big><font color='#f00'>jiǒng</font></big><br>• bright<br>• clear<br>
炰,<big><font color='#f00'>páo</font></big><br>• to roast<br>
炱,<big><font color='#f00'>tái</font></big><br>• soot<br>
炲,<big><font color='#f00'>tái</font></big><br>• variant of 炱[tái]<br>
炳,<big><font color='#f00'>bǐng</font></big><br>• bright<br>• brilliant<br>• luminous<br>
炴,<big><font color='#f00'>yǎng</font></big><br>• firelight<br>• blaze<br>
炷,<big><font color='#f00'>zhù</font></big><br>• wick of an oil lamp<br>• to burn (incense etc)<br>• measure word for lit incense sticks<br>
炸,<big><font color='#f00'>zhá</font></big><br>• to deep fry<br>
炸,<big><font color='#f00'>zhà</font></big><br>• to explode<br>
為,<big><font color='#f00'>wéi</font></big><br>• as (in the capacity of)<br>• to take sth as<br>• to act as<br>• to serve as<br>• to behave as<br>• to become<br>• to be<br>• to do<br>• by (in the passive voice)<br>
為,<big><font color='#f00'>wèi</font></big><br>• because of<br>• for<br>• to<br>
炻,<big><font color='#f00'>shí</font></big><br>• stoneware<br>
炾,<big><font color='#f00'>huǎng</font></big><br>• bright and spacious<br>
烀,<big><font color='#f00'>hū</font></big><br>• to cook in a small quantity of water<br>
烈,<big><font color='#f00'>liè</font></big><br>• ardent<br>• intense<br>• fierce<br>• stern<br>• upright<br>• to give one's life for a noble cause<br>• exploits<br>• achievements<br>
烉,<big><font color='#f00'>huàn</font></big><br>• old variant of 煥|焕[huàn]<br>
烊,<big><font color='#f00'>yáng</font></big><br>• molten<br>• smelt<br>
烋,<big><font color='#f00'>xiāo</font></big><br>• to boil or fumigate<br>
烏,<big><font color='#f00'>Wū</font></big><br>• abbr. for Ukraine 烏克蘭|乌克兰[Wū kè lán]<br>• surname Wu<br>
烏,<big><font color='#f00'>wū</font></big><br>• crow<br>• black<br>
烓,<big><font color='#f00'>wēi</font></big><br>• three-cornered stove<br>
烔,<big><font color='#f00'>tóng</font></big><br>• hot<br>• heated<br>
烕,<big><font color='#f00'>miè</font></big><br>• old variant of 滅|灭[miè]<br>
烖,<big><font color='#f00'>zāi</font></big><br>• variant of 災|灾[zāi]<br>
烘,<big><font color='#f00'>hōng</font></big><br>• to bake<br>• to heat by fire<br>• to set off by contrast<br>
烙,<big><font color='#f00'>lào</font></big><br>• to brand<br>• to iron<br>• to bake (in a pan)<br>
烜,<big><font color='#f00'>xuǎn</font></big><br>• brilliant<br>
烝,<big><font color='#f00'>zhēng</font></big><br>• multitudinous<br>• the masses<br>• to present (to sb)<br>• to rise<br>• to advance<br>• to progress<br>• archaic variant of 蒸[zhēng]<br>
烤,<big><font color='#f00'>kǎo</font></big><br>• to roast<br>• to bake<br>• to broil<br>
烯,<big><font color='#f00'>xī</font></big><br>• alkene<br>
烱,<big><font color='#f00'>jiǒng</font></big><br>• old variant of 炯[jiǒng]<br>
烳,<big><font color='#f00'>pǔ</font></big><br>• to travel by the light of torch<br>
烴,<big><font color='#f00'>tīng</font></big><br>• hydrocarbon<br>
烷,<big><font color='#f00'>wán</font></big><br>• alkane<br>
烹,<big><font color='#f00'>pēng</font></big><br>• cooking method<br>• to boil sb alive (capital punishment in imperial China)<br>
烺,<big><font color='#f00'>lǎng</font></big><br>• blaze<br>• light<br>
烽,<big><font color='#f00'>fēng</font></big><br>• beacon fire<br>
焃,<big><font color='#f00'>hè</font></big><br>• fiery<br>• bright<br>
焄,<big><font color='#f00'>xūn</font></big><br>• fumes from sacrifice<br>
焈,<big><font color='#f00'>xī</font></big><br>• old variant of 熙[xī]<br>
焉,<big><font color='#f00'>yān</font></big><br>• where<br>• how<br>
焊,<big><font color='#f00'>hàn</font></big><br>• to weld<br>• to solder<br>
焌,<big><font color='#f00'>jùn</font></big><br>• to set fire to<br>• to ignite<br>
焌,<big><font color='#f00'>qū</font></big><br>• to extinguish a burning object<br>• to singe sth with a smoldering object (e.g. burn a hole in one's trousers with a cigarette)<br>• to stir-fry<br>• to pour a mixture of hot oil and flavorings over food<br>
焐,<big><font color='#f00'>wù</font></big><br>• to warm sth up<br>
焓,<big><font color='#f00'>hán</font></big><br>• enthalpy<br>
焔,<big><font color='#f00'>yàn</font></big><br>• old variant of 焰[yàn]<br>
焗,"<big><font color='#f00'>jú</font></big><br>• (dialect) to cook in salt or sand, inside a sealed pot<br>• to steam<br>• to bake<br>"
焙,<big><font color='#f00'>bèi</font></big><br>• to dry over a fire<br>• to bake<br>
焚,<big><font color='#f00'>fén</font></big><br>• to burn<br>
焜,<big><font color='#f00'>kūn</font></big><br>• brilliant<br>
焞,<big><font color='#f00'>tūn</font></big><br>• bright<br>• radiant<br>• Taiwan pr. [chún]<br>
焟,<big><font color='#f00'>xī</font></big><br>• dry<br>
焠,<big><font color='#f00'>cuì</font></big><br>• to temper (as steel)<br>
無,<big><font color='#f00'>wú</font></big><br>• not to have<br>• no<br>• none<br>• not<br>• to lack<br>• un-<br>• -less<br>
焢,<big><font color='#f00'>hōng</font></big><br>• angry appearance (archaic)<br>
焢,<big><font color='#f00'>kòng</font></big><br>• see 焢肉[kòng ròu]<br>
焦,<big><font color='#f00'>Jiāo</font></big><br>• surname Jiao<br>
焦,"<big><font color='#f00'>jiāo</font></big><br>• burnt<br>• scorched<br>• charred<br>• worried<br>• anxious<br>• coke<br>• abbr. for 焦耳[jiāo ěr], joule<br>"
焮,<big><font color='#f00'>xìn</font></big><br>• heat<br>• flame<br>• inflammation<br>
焯,<big><font color='#f00'>chāo</font></big><br>• to blanch (cooking)<br>• to scald<br>
焰,<big><font color='#f00'>yàn</font></big><br>• flame<br>
焱,<big><font color='#f00'>yàn</font></big><br>• variant of 焰[yàn]<br>
焴,<big><font color='#f00'>yù</font></big><br>• old variant of 煜[yù]<br>
然,<big><font color='#f00'>rán</font></big><br>• correct<br>• right<br>• so<br>• thus<br>• like this<br>• -ly<br>
焼,<big><font color='#f00'>shāo</font></big><br>• old variant of 燒|烧[shāo]<br>
焿,"<big><font color='#f00'>gēng</font></big><br>• variant of 羹[gēng], used in restaurants and night markets in Taiwan<br>"
煁,<big><font color='#f00'>chén</font></big><br>• brazier<br>
煃,<big><font color='#f00'>kuǐ</font></big><br>• fiery<br>• blazing<br>
煅,<big><font color='#f00'>duàn</font></big><br>• variant of 鍛|锻[duàn]<br>
煆,<big><font color='#f00'>xiā</font></big><br>• a raging fire<br>
煆,<big><font color='#f00'>yā</font></big><br>• raging fire<br>
煇,<big><font color='#f00'>huī</font></big><br>• bright<br>• glorious<br>
煉,<big><font color='#f00'>liàn</font></big><br>• to refine<br>• to smelt<br>
煊,<big><font color='#f00'>xuān</font></big><br>• variant of 暄[xuān]<br>
煌,<big><font color='#f00'>huáng</font></big><br>• brilliant<br>
煍,<big><font color='#f00'>jiǎo</font></big><br>• to color by smoke<br>
煎,<big><font color='#f00'>jiān</font></big><br>• to pan fry<br>• to sauté<br>
煏,<big><font color='#f00'>bì</font></big><br>• (dialect) to dry by a fire<br>
煐,<big><font color='#f00'>yīng</font></big><br>• (used in names)<br>• British thermal unit (BTU)<br>
煑,<big><font color='#f00'>zhǔ</font></big><br>• variant of 煮[zhǔ]<br>
煒,<big><font color='#f00'>wěi</font></big><br>• glowing<br>• bright<br>• brilliant<br>
煕,<big><font color='#f00'>xī</font></big><br>• old variant of 熙<br>
煖,<big><font color='#f00'>nuǎn</font></big><br>• variant of 暖[nuǎn]<br>
煗,"<big><font color='#f00'>nuǎn</font></big><br>• variant of 暖[nuǎn], warm<br>"
煙,<big><font color='#f00'>yān</font></big><br>• cigarette or pipe tobacco<br>• CL:根[gēn]<br>• smoke<br>• mist<br>• vapour<br>• CL:縷|缕[lu:3]<br>• tobacco plant<br>• (of the eyes) to be irritated by smoke<br>
煚,<big><font color='#f00'>jiǒng</font></big><br>• fire<br>
煜,<big><font color='#f00'>yù</font></big><br>• brilliant<br>• glorious<br>
煝,<big><font color='#f00'>mèi</font></big><br>• be radiant<br>• flaming<br>• drought<br>
煞,<big><font color='#f00'>shā</font></big><br>• to terminate<br>• to cut short<br>• to bring to a stop<br>• to squeeze<br>• to tighten<br>• to damage<br>• variant of 殺|杀[shā]<br>
煞,<big><font color='#f00'>shà</font></big><br>• fiend<br>• demon<br>• very<br>• (Tw) SARS (loanword)<br>
煟,<big><font color='#f00'>wèi</font></big><br>• radiance of fire<br>
煠,<big><font color='#f00'>yè</font></big><br>• to fry in fat or oil<br>• to scald<br>
煢,<big><font color='#f00'>qióng</font></big><br>• alone<br>• desolate<br>
煤,<big><font color='#f00'>méi</font></big><br>• coal<br>• CL:塊|块[kuài]<br>
