character,defination
厕,‹<small>廁</small>›<br/><font color='#f00'>ㄘˋ / ㄙˋ / ㄘㄜˋ</font><br/>[動]<br/>• 間雜、置身。<br/><font color='#f00'>ㄙˋ</font><br/>• 「茅廁」的「廁」的讀音。<br/><font color='#f00'>ㄘㄜˋ</font><br/>[名]<br/>• 便所。<br/><font color='#f00'>ㄘㄜˋ</font><br/>[動]<br/>• 參見「廁足」條。<br/>
厢,‹<small>廂</small>›<br/><font color='#f00'>ㄒㄧㄤ</font><br/>[名]<br/>• 正屋兩側的房間。<br/>• 靠近城市的地區。<br/>• 邊、旁、方面。多用於舊小說、戲曲。<br/>• 戲院等娛樂場所裡另外隔間的特別座位。<br/>• 箱篋。<br/>
厩,‹<small>廄</small>›<br/><font color='#f00'>ㄐㄧㄡˋ</font><br/>[名]<br/>• 馬舍，養馬的地方。<br/>
厦,‹<small>廈</small>›<br/><font color='#f00'>ㄒㄧㄚˋ / ㄕㄚˋ</font><br/>[名]<br/>• 高大的房屋。<br/>• 房屋後面突出的部分。<br/><font color='#f00'>ㄕㄚˋ</font><br/>• (一)之語音。<br/>
庼,‹<small>廎</small>›<br/><font color='#f00'>ㄑㄧㄥˇ</font><br/>[名]<br/>• 小廳堂。<br/>
厩,"‹<small>廐</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">jiù</font><br/>"
荫,‹<small>廕</small>›<br/><font color='#f00'>ㄧㄣˋ</font><br/>[名]<br/>• 父祖被及子孫的恩澤。<br/>[動]<br/>• 庇護。<br/>
厨,‹<small>廚</small>›<br/><font color='#f00'>ㄔㄨˊ</font><br/>[名]<br/>• 烹調食物的地方。<br/>• 儲藏東西的櫃子。<br/>• 櫥形的床帳。<br/>
𫷷,‹<small>廞</small>›<br/><font color='#f00'>ㄑㄧㄣ</font><br/>[動]<br/>• 陳設。<br/>• 興、作，指事情的開始、興起。<br/>
庙,‹<small>廟</small>›<br/><font color='#f00'>ㄇㄧㄠˋ</font><br/>[名]<br/>• 古時用來祭祀祖宗的屋舍。<br/>• 供奉神佛的屋舍。<br/>
庑,‹<small>廡</small>›<br/><font color='#f00'>ㄨˇ</font><br/>[名]<br/>• 廳堂兩側的廂房。<br/>• 泛指房屋。<br/>
废,‹<small>廢</small>›<br/><font color='#f00'>ㄈㄟˋ</font><br/>[動]<br/>• 停止、捨棄。<br/>• 衰敗、毀壞。<br/>[形]<br/>• 敗壞的。<br/>• 無用的。<br/>• 身體殘缺的。<br/>[名]<br/>• 已停止或衰落的事物。<br/>
廪,‹<small>廩</small>›<br/><font color='#f00'>ㄌㄧㄣˇ</font><br/>[名]<br/>• 糧倉。<br/>• 糧食。<br/>• 俸祿。<br/>[動]<br/>• 儲藏、積聚。<br/>
庐,‹<small>廬</small>›<br/><font color='#f00'>ㄌㄨˊ</font><br/>[名]<br/>• 簡陋的房舍。<br/>• 姓。如明代有廬坦。<br/>
厅,‹<small>廳</small>›<br/><font color='#f00'>ㄊㄧㄥ</font><br/>[名]<br/>• 屋內的正堂。<br/>• 聚會、招待客人的房間或場所。<br/>• 從事某些工作或表演的場所或店堂。<br/>• 官府辦公的地方。<br/>• 現代政府機關所轄的機構。<br/>• 清代府下所設與州、縣同級的地方行政單位。如清代在臺灣設有淡水廳、噶瑪蘭廳等。<br/>
弑,‹<small>弒</small>›<br/><font color='#f00'>ㄕˋ</font><br/>[動]<br/>• 地位低的人殺死地位高的人。<br/>
弪,"‹<small>弳</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">jìng</font><br/>"
张,‹<small>張</small>›<br/><font color='#f00'>ㄓㄤ / ㄓㄤˋ</font><br/>[名]<br/>• 量詞：(1) 計算某些可張開物體的單位。如：「一張弓」、「兩張嘴」。(2) 計算平面物品的單位。如：「一張紙」、「兩張桌子」、「三張薄餅」。<br/>• 想法、主意。<br/>• 姓。如戰國時魏國有張儀，漢代有張良。<br/>[動]<br/>• 拉開弓弦。<br/>• 安裝琴弦。<br/>• 展開。<br/>• 自誇、誇大。<br/>• 擴大。<br/>• 陳設、設置。<br/>• 設網以捕捉鳥獸。<br/>• 窺探。<br/>[形]<br/>• 大。<br/><font color='#f00'>ㄓㄤˋ</font><br/>[動]<br/>• (一)4.之又音。<br/><font color='#f00'>ㄓㄤˋ</font><br/>[形]<br/>• 肚子鼓脹。<br/>
𫸩,‹<small>彄</small>›<br/><font color='#f00'>ㄎㄡ</font><br/>[名]<br/>• 弓弩兩端繫弦的部分。<br/>• 環類的東西。<br/>
弹,‹<small>彈</small>›<br/><font color='#f00'>ㄉㄢˋ / ㄊㄢˊ</font><br/>[名]<br/>• 彈弓藉彈力發射出的小鐵丸。<br/>• 內裝火藥，具殺傷力和毀滅性的爆炸物。<br/>• 彈弓。<br/>• 鳥類、爬蟲類等帶有硬殼的卵。<br/><font color='#f00'>ㄊㄢˊ</font><br/>[動]<br/>• 用彈弓發射。<br/>• 敲擊。<br/>• 撥弄或按弄樂器。<br/>• 糾劾、檢舉。<br/>• 鬆、緊或伸縮東西，使產生力量。<br/>• 掉落。<br/>• 撥動天平上的準星，以稱重量。<br/>
弥,‹<small>彌</small>›<br/><font color='#f00'>ㄇㄧˊ</font><br/>[動]<br/>• 充滿。<br/>• 填補。<br/>[副]<br/>• 更加。<br/>• 遍布的。<br/>• 久。<br/>• 遠。<br/>[名]<br/>• 姓。如宋代有彌遜。<br/>
弯,‹<small>彎</small>›<br/><font color='#f00'>ㄨㄢ</font><br/>[動]<br/>• 引弓、開弓。<br/>• 屈曲。<br/>• 停泊。<br/>[形]<br/>• 曲折的、不直的。<br/>
彟,‹<small>彠</small>›<br/>• 「矱」的異體字。<br/>
彦,‹<small>彥</small>›<br/><font color='#f00'>ㄧㄢˋ</font><br/>[名]<br/>• 才德出眾的人。<br/>
径,‹<small>徑</small>›<br/><font color='#f00'>ㄐㄧㄥˋ</font><br/>[名]<br/>• 小路，或泛指道路。<br/>• 比喻達到目的的方法或過程。<br/>• 通過圓心，以圓周為界的直線。<br/>• 長度。<br/>[動]<br/>• 行走。<br/>[副]<br/>• 直接。<br/>• 竟然。<br/>
徕,‹<small>徠</small>›<br/><font color='#f00'>ㄌㄞˊ / ㄌㄞˋ</font><br/>[動]<br/>• 從某處到此處。同「來」(一)。<br/><font color='#f00'>ㄌㄞˋ</font><br/>[動]<br/>• 慰勞、安撫。<br/>
彻,‹<small>徹</small>›<br/><font color='#f00'>ㄔㄜˋ</font><br/>[動]<br/>• 貫通、通透。<br/>• 去除。<br/>• 毀壞。<br/>• 剝取。<br/>• 耕治。<br/>• 遵循。<br/>• 畢盡、停歇。<br/>[名]<br/>• 周代的田賦制度。為十取一的稅法。<br/>• 姓。如元代有徹里。<br/>
耻,‹<small>恥</small>›<br/><font color='#f00'>ㄔˇ</font><br/>[名]<br/>• 羞愧的心。<br/>• 羞辱的事。<br/>[動]<br/>• 羞辱。<br/>
悦,‹<small>悅</small>›<br/><font color='#f00'>ㄩㄝˋ</font><br/>[形]<br/>• 愉快、高興。<br/>[動]<br/>• 使愉快。<br/>• 喜愛。<br/>• 服從。<br/>[名]<br/>• 姓。如漢代有悅綰。<br/>
悮,"‹<small>悞</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">wù</font><br/>"
怅,‹<small>悵</small>›<br/><font color='#f00'>ㄔㄤˋ</font><br/>[形]<br/>• 失意、不痛快。<br/>
闷,‹<small>悶</small>›<br/><font color='#f00'>ㄇㄣˋ / ㄇㄣ</font><br/>[形]<br/>• 心中不愉快。<br/>[名]<br/>• 不暢快的心緒。<br/><font color='#f00'>ㄇㄣ</font><br/>[形]<br/>• 空氣不流通或氣壓低而引起的不暢快感。<br/>• 聲音不響亮。<br/>• 形容不靈活或不作聲的樣子。<br/><font color='#f00'>ㄇㄣ</font><br/>[動]<br/>• 密閉使不透氣。如：「悶飯」、「把菜再悶一會兒。」也作「燜」。<br/>• 長時間待在一處。<br/>• 藏放。<br/>
凄,‹<small>悽</small>›<br/><font color='#f00'>ㄑㄧ</font><br/>[形]<br/>• 悲傷、悲痛。<br/>
恶,‹<small>惡</small>›<br/><font color='#f00'>ㄜˋ / ㄨˋ / ㄜˇ / ㄨ</font><br/>[名]<br/>• 罪過、不良的行為。<br/>• 疾病。<br/>• 汙垢、穢物。<br/>• 糞便。<br/>[形]<br/>• 不善的、壞的。<br/>• 粗劣的。<br/>• 醜陋。<br/>• 不適、不快。<br/>[副]<br/>• 極、甚。<br/>[動]<br/>• 害。<br/><font color='#f00'>ㄨˋ</font><br/>[動]<br/>• 憎恨、討厭。<br/>• 冒犯、觸怒。<br/>• 害怕、畏懼。<br/>• 毀謗、中傷。<br/><font color='#f00'>ㄨˋ</font><br/>[名]<br/>• 羞恥。<br/><font color='#f00'>ㄜˇ</font><br/>• 參見「惡心」條。<br/><font color='#f00'>ㄨ</font><br/>[代]<br/>• 如何、怎麼。<br/><font color='#f00'>ㄨ</font><br/>[歎]<br/>• 表示驚訝的語氣。<br/>
恼,‹<small>惱</small>›<br/><font color='#f00'>ㄋㄠˇ</font><br/>[動]<br/>• 氣恨、發怒。<br/>• 撩撥、逗弄。<br/>[形]<br/>• 煩憂、苦悶。<br/>
恽,‹<small>惲</small>›<br/><font color='#f00'>ㄩㄣˋ</font><br/>[形]<br/>• 渾厚。<br/>[動]<br/>• 籌劃。<br/>[名]<br/>• 姓。如清代有惲敬。<br/>
恻,‹<small>惻</small>›<br/><font color='#f00'>ㄘㄜˋ</font><br/>[動]<br/>• 悲痛。<br/>[形]<br/>• 參見「惻惻」條。<br/>
爱,‹<small>愛</small>›<br/><font color='#f00'>ㄞˋ</font><br/>[名]<br/>• 親慕的情緒或親密的感情。<br/>• 恩惠、仁德。<br/>• 所喜歡的人或物。<br/>• 對別人女兒的敬稱。<br/>• 姓。如宋代有愛申。<br/>[動]<br/>• 喜好、親慕。<br/>• 吝惜、捨不得。<br/>[形]<br/>• 兩情相悅的。<br/>• 被寵愛的。<br/>
惬,‹<small>愜</small>›<br/><font color='#f00'>ㄑㄧㄝˋ</font><br/>[形]<br/>• 合適、滿足。<br/>
悫,‹<small>愨</small>›<br/><font color='#f00'>ㄑㄩㄝˋ</font><br/>[形]<br/>• 恭謹、敬謹。<br/>• 誠實、忠厚。<br/>
诉,‹<small>愬</small>›<br/><font color='#f00'>ㄙㄨˋ</font><br/>[動]<br/>• 訴說。<br/>• 詆毀、誣陷別人。<br/>• 向。<br/>[形]<br/>• 驚懼。<br/>
怆,‹<small>愴</small>›<br/><font color='#f00'>ㄔㄨㄤˋ</font><br/>[形]<br/>• 哀傷的。<br/>
恺,‹<small>愷</small>›<br/><font color='#f00'>ㄎㄞˇ</font><br/>[形]<br/>• 和樂、和善。<br/>[名]<br/>• 軍隊勝利所奏的樂曲。<br/>
忾,‹<small>愾</small>›<br/><font color='#f00'>ㄎㄞˋ / ㄒㄧˋ</font><br/>[動]<br/>• 恨、怒。<br/><font color='#f00'>ㄒㄧˋ</font><br/>[動]<br/>• 長聲嘆息。<br/>
态,‹<small>態</small>›<br/><font color='#f00'>ㄊㄞˋ</font><br/>[名]<br/>• 情狀。<br/>• 語法學上指通過一定的語法形式表示行為動作與主體的關係。一般分為兩種：(1)主動態：行為動作由主體發出。如：「他玩球。」(2) 被動態：動作由主體承受。如：「球被他玩。」中文的被動態常用「被」、「給」等虛詞來表示。<br/>
惨,‹<small>慘</small>›<br/><font color='#f00'>ㄘㄢˇ</font><br/>[形]<br/>• 凶惡、狠毒。<br/>• 悲哀、淒涼。<br/>• 暗淡、昏暗。<br/>[副]<br/>• 程度厲害、嚴重。<br/>
惭,‹<small>慚</small>›<br/><font color='#f00'>ㄘㄢˊ</font><br/>[形]<br/>• 羞愧。<br/>
恸,‹<small>慟</small>›<br/><font color='#f00'>ㄊㄨㄥˋ</font><br/>[副]<br/>• 過度悲傷。<br/>
惯,‹<small>慣</small>›<br/><font color='#f00'>ㄍㄨㄢˋ</font><br/>[名]<br/>• 經久養成的習性。<br/>[動]<br/>• 嬌寵、縱容。<br/>• 穿通、通透。<br/>[副]<br/>• 習以為常。<br/>
悫,"‹<small>慤</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">què</font><br/>"
怄,"‹<small>慪</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">òu</font><br/>"
怂,‹<small>慫</small>›<br/><font color='#f00'>ㄙㄨㄥˇ</font><br/>[動]<br/>• 驚懼。<br/>• 參見「慫恿」條。<br/>
虑,‹<small>慮</small>›<br/><font color='#f00'>ㄌㄩˋ</font><br/>[名]<br/>• 謀思、打算。<br/>• 心思、意念。<br/>• 姓。如春秋時有慮癸。<br/>[動]<br/>• 思考、謀算。<br/>• 擔憂、憂愁。<br/>• 審察。<br/>
悭,‹<small>慳</small>›<br/><font color='#f00'>ㄑㄧㄢ</font><br/>[形]<br/>• 吝嗇。<br/>[名]<br/>• 吝嗇的人。<br/>[動]<br/>• 阻礙、磨難。<br/>• 欠缺、缺少。<br/>
慑,‹<small>慴</small>›<br/><font color='#f00'>ㄓㄜˊ</font><br/>[動]<br/>• 畏懼、恐懼。<br/>• 懾服。<br/>
庆,‹<small>慶</small>›<br/><font color='#f00'>ㄑㄧㄥˋ</font><br/>[名]<br/>• 可喜可賀的事情。<br/>• 福澤。<br/>• 德、善。<br/>• 姓。如漢代有慶鴻。<br/>[動]<br/>• 賀喜。<br/>
忧,‹<small>憂</small>›<br/><font color='#f00'>ㄧㄡ</font><br/>[動]<br/>• 發愁、擔心。<br/>[形]<br/>• 愁悶不快樂。<br/>[名]<br/>• 煩惱的事。<br/>• 父母的喪事。<br/>• 疾病。<br/>
惫,‹<small>憊</small>›<br/><font color='#f00'>ㄅㄟˋ</font><br/>[形]<br/>• 精神極度疲困。<br/>
愦,‹<small>憒</small>›<br/><font color='#f00'>ㄎㄨㄟˋ</font><br/>[形]<br/>• 心智昏亂不明。<br/>
慭,‹<small>憖</small>›<br/><font color='#f00'>ㄧㄣˋ</font><br/>[動]<br/>• 願意。<br/>• 損傷、殘缺。<br/>[副]<br/>• 暫且。<br/>
惮,‹<small>憚</small>›<br/><font color='#f00'>ㄉㄢˋ</font><br/>[動]<br/>• 怕、畏懼。<br/>
愤,‹<small>憤</small>›<br/><font color='#f00'>ㄈㄣˋ</font><br/>[動]<br/>• 心中想了解卻有困難。<br/>• 因心中不滿而動怒、生氣。<br/>[名]<br/>• 仇恨。<br/>
悯,‹<small>憫</small>›<br/><font color='#f00'>ㄇㄧㄣˇ</font><br/>[動]<br/>• 哀憐。<br/>• 憂傷。<br/>
怃,‹<small>憮</small>›<br/><font color='#f00'>ㄨˇ</font><br/>[副]<br/>• 失意的樣子。<br/>• 驚愕的樣子。<br/>
宪,‹<small>憲</small>›<br/><font color='#f00'>ㄒㄧㄢˋ</font><br/>[名]<br/>• 法令。<br/>• 典範。<br/>• 憲法的簡稱。<br/>• 舊時下屬對上司的尊稱。<br/>[動]<br/>• 頒布、公布。<br/>• 效法。<br/>
忆,‹<small>憶</small>›<br/><font color='#f00'>ㄧˋ</font><br/>[動]<br/>• 想念、思念。<br/>• 記得。<br/>
恳,‹<small>懇</small>›<br/><font color='#f00'>ㄎㄣˇ</font><br/>[形]<br/>• 真誠。<br/>[動]<br/>• 請求。<br/>
应,‹<small>應</small>›<br/><font color='#f00'>ㄧㄥ / ㄧㄥˋ</font><br/>[副]<br/>• 當、該。<br/>• 或是、想來是，表示推測的意思。<br/><font color='#f00'>ㄧㄥˋ</font><br/>[動]<br/>• 回答。<br/>• 允許、承諾。<br/>• 附和。<br/>• 對付。<br/>• 證實。<br/>• 適合。<br/>• 接受。<br/><font color='#f00'>ㄧㄥˋ</font><br/>[名]<br/>• 姓。如明代有應元徵。<br/>
怿,‹<small>懌</small>›<br/><font color='#f00'>ㄧˋ</font><br/>[形]<br/>• 喜悅。<br/>
懔,‹<small>懍</small>›<br/><font color='#f00'>ㄌㄧㄣˇ</font><br/>[動]<br/>• 敬、畏。<br/>[形]<br/>• 危懼。<br/>
怼,‹<small>懟</small>›<br/><font color='#f00'>ㄉㄨㄟˋ</font><br/>[動]<br/>• 怨恨、埋怨。<br/>
懑,‹<small>懣</small>›<br/><font color='#f00'>ㄇㄣˋ</font><br/>[形]<br/>• 煩悶、鬱悶。<br/>[動]<br/>• 憤恨。<br/>
恹,‹<small>懨</small>›<br/><font color='#f00'>ㄧㄢ</font><br/>• 參見「懨懨」條。<br/>
惩,‹<small>懲</small>›<br/><font color='#f00'>ㄔㄥˊ</font><br/>[動]<br/>• 責罰。<br/>• 警戒、教訓。<br/>• 戒止。<br/>• 悔恨。<br/>
懒,‹<small>懶</small>›<br/><font color='#f00'>ㄌㄢˇ</font><br/>[形]<br/>• 怠惰、不勤勉。<br/>• 淡薄。<br/>[動]<br/>• 懈怠。<br/>[副]<br/>• 不想、不願意。<br/>
悬,‹<small>懸</small>›<br/><font color='#f00'>ㄒㄩㄢˊ</font><br/>[動]<br/>• 掛、繫。<br/>• 牽掛、掛念。<br/>• 公示、公布。<br/>[形]<br/>• 高掛的。<br/>• 差別大、距離遠。<br/>• 久延不決的。<br/>[副]<br/>• 憑空、無依據。<br/>
忏,‹<small>懺</small>›<br/><font color='#f00'>ㄔㄢˋ</font><br/>[動]<br/>• 悔悟。<br/>[名]<br/>• 僧侶為人祈禱悔過所唸的經文。<br/>
惧,‹<small>懼</small>›<br/><font color='#f00'>ㄐㄩˋ</font><br/>[動]<br/>• 畏、害怕。<br/>• 恐嚇。<br/>
欢,‹<small>懽</small>›<br/><font color='#f00'>ㄏㄨㄢ</font><br/>[形]<br/>• 喜樂。<br/>
慑,‹<small>懾</small>›<br/><font color='#f00'>ㄓㄜˊ / ㄕㄜˋ</font><br/>[動]<br/>• 害怕、恐懼。<br/>• 威服。<br/><font color='#f00'>ㄕㄜˋ</font><br/>• (一)之又音。<br/>
恋,‹<small>戀</small>›<br/><font color='#f00'>ㄌㄧㄢˋ</font><br/>[動]<br/>• 愛慕、思慕。<br/>• 眷念不捨。<br/>[名]<br/>• 姓。如漢代有戀秘。<br/>
戆,‹<small>戇</small>›<br/><font color='#f00'>ㄓㄨㄤˋ / ㄍㄤˋ</font><br/>[形]<br/>• 痴愚、急躁、剛直。<br/><font color='#f00'>ㄍㄤˋ</font><br/>• (一)之又音。<br/>
戋,‹<small>戔</small>›<br/><font color='#f00'>ㄐㄧㄢ</font><br/>• 參見「戔戔」條。<br/>
戗,‹<small>戧</small>›<br/><font color='#f00'>ㄑㄧㄤˋ / ㄑㄧㄤ</font><br/>[動]<br/>• 支撐。<br/>• 參見「戧金」條。<br/><font color='#f00'>ㄑㄧㄤ</font><br/>[動]<br/>• 逆、不順。<br/><font color='#f00'>ㄑㄧㄤ</font><br/>[副]<br/>• 意見牴觸、不合。<br/>
戬,‹<small>戩</small>›<br/><font color='#f00'>ㄐㄧㄢˇ</font><br/>[動]<br/>• 消滅。<br/>• 盡、至。參見「戩穀」條。<br/>[名]<br/>• 福祿、吉祥。<br/>
戏,"‹<small>戯</small>›<br/><font color='#f00' style=""font-family: sans-serif !important;"">xì</font><br/>"
战,‹<small>戰</small>›<br/><font color='#f00'>ㄓㄢˋ</font><br/>[動]<br/>• 打仗。<br/>• 論辯、反駁。<br/>• 害怕、發抖。<br/>[形]<br/>• 與戰爭有關的。<br/>[名]<br/>• 戰爭。<br/>• 姓。如漢代有戰兢。<br/>
戏,‹<small>戲</small>›<br/><font color='#f00'>ㄒㄧˋ / ㄏㄨㄟ / ㄏㄨ</font><br/>[動]<br/>• 玩耍、嬉遊。<br/>• 開玩笑、嘲弄。<br/>[名]<br/>• 一種以言語、表情或歌舞等傳達意念的表演。<br/>• 姓。如三國時魏國有戲志才。<br/><font color='#f00'>ㄏㄨㄟ</font><br/>[名]<br/>• 軍中用以指揮的大旗。<br/><font color='#f00'>ㄏㄨㄟ</font><br/>[動]<br/>• 指揮。<br/><font color='#f00'>ㄏㄨ</font><br/>• 參見「於戲」條。<br/>
户,‹<small>戶</small>›<br/><font color='#f00'>ㄏㄨˋ</font><br/>[名]<br/>• 一扇門稱為「戶」。亦指房屋的出入口。<br/>• 住家、人家。<br/>• 門第，家族的身分地位。<br/>• 與帳務有關的個人或團體。<br/>• 量詞。計算住家數量的單位。<br/>• 姓。如漢代有戶尊。<br/>• 二一四部首之一。<br/>
挟,‹<small>挾</small>›<br/><font color='#f00'>ㄒㄧㄝˊ / ㄐㄧㄚˊ / ㄒㄧㄚˊ</font><br/>[動]<br/>• 夾在腋下、懷夾。<br/>• 從旁箝夾。<br/>• 脅持。<br/>• 持握、持有。<br/>• 倚仗、倚持。<br/>• 夾帶、夾雜。<br/>• 懷藏、隱藏。<br/><font color='#f00'>ㄐㄧㄚˊ</font><br/>[動]<br/>• 通達。<br/>• 夾取。<br/><font color='#f00'>ㄐㄧㄚˊ</font><br/>[形]<br/>• 周匝、周遍。<br/><font color='#f00'>ㄒㄧㄚˊ</font><br/>• (一)之又音。<br/>
扪,‹<small>捫</small>›<br/><font color='#f00'>ㄇㄣˊ</font><br/>[動]<br/>• 撫、摸。<br/>• 持、執。<br/>
扫,‹<small>掃</small>›<br/><font color='#f00'>ㄙㄠˇ / ㄙㄠˋ</font><br/>[動]<br/>• 清除汙穢。<br/>• 消除、消滅。<br/>• 塗抹。<br/>• 掠過。<br/>• 打消、敗壞。<br/>• 繪畫、書寫。<br/><font color='#f00'>ㄙㄠˋ</font><br/>• 參見「掃帚」條。<br/>
抡,‹<small>掄</small>›<br/><font color='#f00'>ㄌㄨㄣˊ / ㄌㄨㄣ</font><br/>[動]<br/>• 選擇。<br/><font color='#f00'>ㄌㄨㄣ</font><br/>[動]<br/>• 揮動、旋動。<br/>
