character,defination
燁,<font color='#f00'>ㄧㄝˋ</font><br/>[形]<br/>• 火光盛大的樣子。<br/>
燂,<font color='#f00'>ㄑㄧㄢˊ</font><br/>[動]<br/>• 燒熱。<br/>• 烤熟。<br/>
燃,<font color='#f00'>ㄖㄢˊ</font><br/>[動]<br/>• 點燃、焚燒。<br/>[形]<br/>• 可以燃燒的。<br/>
燄,<font color='#f00'>ㄧㄢˋ</font><br/>[名]<br/>• 火苗、火花。<br/>
燈,<font color='#f00'>ㄉㄥ</font><br/>[名]<br/>• 照明或作為他用的發光器具。<br/>• 燃燒液體或氣體，用來對他物加熱的器具。<br/>• 佛法導向光明坦途，趨避邪惡黑暗，故稱佛法為「燈」。<br/>
燉,<font color='#f00'>ㄉㄨㄣˋ / ㄉㄨㄣ</font><br/>[動]<br/>• 烹調方法：(1) 將食物加水，用文火慢煮使爛熟。如：「清燉」、「燉雞」。(2) 將食物放入盅或陶罐中，隔水以慢火煨煮使材料熟軟。如：「鳳爪燉冬菇」。<br/><font color='#f00'>ㄉㄨㄣ</font><br/>[形]<br/>• 火勢旺盛。<br/><font color='#f00'>ㄉㄨㄣ</font><br/>[名]<br/>• 燉煌：地名。參見「敦煌」條。<br/>
燊,<font color='#f00'>ㄕㄣ</font><br/>[形]<br/>• 熾盛、興盛。<br/>
燋,<font color='#f00'>ㄐㄧㄠ</font><br/>[名]<br/>• 用來引火的火把。<br/>[動]<br/>• 火燒、火傷。<br/>
燎,<font color='#f00'>ㄌㄧㄠˋ / ㄌㄧㄠˊ / ㄌㄧㄠˇ</font><br/>[名]<br/>• 火把、火燭。<br/>[動]<br/>• 烘烤。<br/>[形]<br/>• 顯明。<br/><font color='#f00'>ㄌㄧㄠˊ</font><br/>• 參見「燎漿泡」條。<br/><font color='#f00'>ㄌㄧㄠˇ</font><br/>[動]<br/>• 焚燒。<br/>
燐,<font color='#f00'>ㄌㄧㄣˊ</font><br/>[名]<br/>• 夜晚在野地裡常見的忽隱忽現的青色火光，是燐化氫遇到空氣燃燒所產生。<br/>• 化學元素。<br/>
燒,<font color='#f00'>ㄕㄠ</font><br/>[動]<br/>• 使東西著火。<br/>• 加熱使物體發生變化。<br/>• 一種烹調方法：(1) 先用油炸，再加湯汁來炒或煮。如：「燒茄子」、「紅燒鯉魚」。(2) 烤。如：「燒烤」、「叉燒」。<br/>[名]<br/>• 人因病而體溫失常，發生高熱。<br/>[形]<br/>• 燒烤的。<br/>• 在音響界極受注目的。<br/>
燔,<font color='#f00'>ㄈㄢˊ</font><br/>[動]<br/>• 炙烤、焚燒。<br/>[名]<br/>• 宗廟祭祀所用的熟肉。<br/>
燕,<font color='#f00'>ㄧㄢˋ / ㄧㄢ</font><br/>[名]<br/>• 鳥綱燕科各種鳥類的通稱。種類繁多，約有七十餘種。體小翼大，飛行力強，尾長，分叉呈剪刀狀。背黑腹白、腳短，不利於步行。每年產卵二、三次，每次約三至六個  卵。常見的有毛腳燕、赤腰燕、洋燕、家燕等。<br/>[動]<br/>• 宴飲。<br/><font color='#f00'>ㄧㄢ</font><br/>[名]<br/>• 國名：(1) 周代姬姓諸侯國，故址在今大陸地區河北、遼寧及韓國北部。為戰國七雄之一，後為秦所滅。(2) 東晉時鮮卑慕容氏稱帝，國號燕，分為前燕、後燕、西燕、南燕、北燕。<br/>• 姓。如漢代有燕倉。<br/>
燖,<font color='#f00'>ㄒㄩㄣˊ</font><br/>[動]<br/>• 將冷卻的熟食溫熱。<br/>• 將肉沉於湯中。<br/>• 以熱水燙後去毛。<br/>
燙,<font color='#f00'>ㄊㄤˋ</font><br/>[動]<br/>• 被高熱的東西或火所傷。<br/>• 用熱水或火溫物。<br/>• 利用高熱使物體產生變化。<br/>• 一種烹調方法。將材料在滾水中快煮後撈出。<br/>[形]<br/>• 溫度高。<br/>
燜,<font color='#f00'>ㄇㄣˋ / ㄇㄣ</font><br/>[動]<br/>• 一種烹飪方法。緊蓋鍋蓋，用鍋內的蒸氣和溫度將食物煮熟或燉爛。<br/><font color='#f00'>ㄇㄣ</font><br/>• (一)之又音。<br/>
營,<font color='#f00'>ㄧㄥˊ</font><br/>[名]<br/>• 軍隊駐紮的地方。<br/>• 陸軍的編制單位。五百人為一營。<br/>• 活動的組織名稱。<br/>[動]<br/>• 謀求。<br/>• 管理。<br/>• 建設、建造。<br/>• 眩惑。<br/>• 測量。<br/>
燠,<font color='#f00'>ㄩˋ / ㄠˋ</font><br/>[形]<br/>• 暖和。<br/><font color='#f00'>ㄠˋ</font><br/>[形]<br/>• 很熱。<br/>
燡,<font color='#f00'>ㄧˋ</font><br/>[形]<br/>• 火盛的樣子。<br/>• 光明的樣子。<br/>
燥,<font color='#f00'>ㄗㄠˋ / ㄙㄠˋ</font><br/>[形]<br/>• 乾的、缺少水分的。<br/>• 內心焦急不安。<br/><font color='#f00'>ㄙㄠˋ</font><br/>[名]<br/>• 剁成細碎的肉。<br/>
燦,<font color='#f00'>ㄘㄢˋ</font><br/>[形]<br/>• 光彩鮮明、耀眼。<br/>
燧,<font color='#f00'>ㄙㄨㄟˋ</font><br/>[名]<br/>• 古代用以取火的器具。<br/>• 古代邊防舉煙警示的訊號。<br/>
燬,<font color='#f00'>ㄏㄨㄟˇ</font><br/>[名]<br/>• 烈火。<br/>[動]<br/>• 燃燒、焚毀。<br/>
燭,<font color='#f00'>ㄓㄨˊ</font><br/>[名]<br/>• 火炬。<br/>• 用蠟和油製成，可燃燒發光的條狀物體。<br/>• 姓。如春秋時鄭國有燭之武。<br/>[動]<br/>• 照、照亮。<br/>• 察明、察見。<br/>
燮,<font color='#f00'>ㄒㄧㄝˋ</font><br/>[動]<br/>• 調和。<br/>[名]<br/>• 姓。如宋代有燮玄圖。<br/>
燴,<font color='#f00'>ㄏㄨㄟˋ</font><br/>[動]<br/>• 一種烹飪方法。將湯汁注入鍋中，加入材料慢火煮，至湯汁不太多時勾芡即成。<br/>
燹,<font color='#f00'>ㄒㄧㄢˇ</font><br/>[名]<br/>• 火、野火。<br/>• 戰爭所引起的焚燒破壞。<br/>[動]<br/>• 焚燒。<br/>
燻,<font color='#f00'>ㄒㄩㄣ</font><br/>[動]<br/>• 煙火向上升。<br/>• 以火煙熏物。<br/>• 一種烹飪方法。以松枝、木炭、茶葉等的火煙燒烤食物，使其具有特殊的風味。<br/>
燼,<font color='#f00'>ㄐㄧㄣˋ</font><br/>[名]<br/>• 物體燃燒後剩餘的東西。<br/>• 遺民。<br/>[動]<br/>• 燒毀。<br/>
燾,<font color='#f00'>ㄊㄠˊ / ㄉㄠˋ</font><br/>[動]<br/>• 普照天下。<br/>• 覆蓋。<br/><font color='#f00'>ㄉㄠˋ</font><br/>• (一)之又音。<br/>
燿,<font color='#f00'>ㄧㄠˋ / ㄩㄝˋ</font><br/>[動]<br/>• 照耀。<br/>• 炫耀。<br/><font color='#f00'>ㄩㄝˋ</font><br/>[動]<br/>• 銷鎔。<br/>
爁,<font color='#f00'>ㄌㄢˋ / ㄌㄢˇ</font><br/>[動]<br/>• 焚燒。<br/>• 燒烤。<br/><font color='#f00'>ㄌㄢˇ</font><br/>• (一)之又音。<br/>
爂,<font color='#f00'>ㄅㄧㄠ</font><br/>[形]<br/>• 輕脆。<br/>
爆,<font color='#f00'>ㄅㄠˋ / ㄅㄛˊ</font><br/>[動]<br/>• 因火或受熱猛然炸裂或迸出。<br/>• 突然、猛迅發生。<br/>• 一種烹飪法。將食物用大火熱油快炒，並頻頻以鍋鏟翻攪材料，至食物剛熟即起鍋，比炒所需的時間更短。<br/><font color='#f00'>ㄅㄛˊ</font><br/>[動]<br/>• 用火烤乾。<br/><font color='#f00'>ㄅㄛˊ</font><br/>[形]<br/>• 爆爍：枝葉稀疏不密。<br/>
爇,<font color='#f00'>ㄖㄨㄛˋ / ㄖㄜˋ</font><br/>[動]<br/>• 焚燒。<br/><font color='#f00'>ㄖㄜˋ</font><br/>• (一)之又音。<br/>
爊,<font color='#f00'>ㄠˊ</font><br/>[動]<br/>• 用小火將食物煨熟。<br/>
爍,<font color='#f00'>ㄕㄨㄛˋ</font><br/>[形]<br/>• 光亮閃動的樣子。<br/>• 炎熱。<br/>[動]<br/>• 銷鎔、鎔化。<br/>• 燒、灼。<br/>
爐,<font color='#f00'>ㄌㄨˊ</font><br/>[名]<br/>• 供燃燒用的設備、器具。<br/>
爓,<font color='#f00'>ㄧㄢˋ</font><br/>[名]<br/>• 火花、火苗。<br/>
爚,<font color='#f00'>ㄩㄝˋ / ㄧㄠˋ</font><br/>[名]<br/>• 火光。<br/>[形]<br/>• 光亮鮮明。<br/><font color='#f00'>ㄧㄠˋ</font><br/>• (一)之又音。<br/>
爛,<font color='#f00'>ㄌㄢˋ</font><br/>[形]<br/>• 食物熟透而鬆軟。<br/>• 腐敗的、破舊的。<br/>• 光明、顯著。<br/>• 紊亂沒頭緒。<br/>• 形容人不好、差勁。<br/>[副]<br/>• 極、過分。<br/>[動]<br/>• 腐敗。<br/>• 燒灼。<br/>
爝,<font color='#f00'>ㄐㄩㄝˊ</font><br/>[名]<br/>• 小火、火把。<br/>[動]<br/>• 照耀。<br/>
爟,<font color='#f00'>ㄍㄨㄢˋ</font><br/>[動]<br/>• 舉火。<br/>[名]<br/>• 用以示警的烽火。<br/>
爢,<font color='#f00'>ㄇㄧˊ</font><br/>[形]<br/>• 爛。<br/>[名]<br/>• 碎末。<br/>
爣,<font color='#f00'>ㄊㄤˇ</font><br/>• 參見「爣閬」條。<br/>
爨,<font color='#f00'>ㄘㄨㄢˋ</font><br/>[動]<br/>• 以火燒煮食物。<br/>[名]<br/>• 爐灶。<br/>• 中國少數民族之一。分布於今大陸地區雲南省東部地區。<br/>• 一種宋代雜劇或金代院本中某些簡短表演的名稱。<br/>
爪,<font color='#f00'>ㄓㄠˇ / ㄓㄨㄚˇ</font><br/>[名]<br/>• 人類手、腳的指甲。<br/>• 動物的掌和趾。<br/>• 器具的腳。<br/>• 二一四部首之一。<br/><font color='#f00'>ㄓㄨㄚˇ</font><br/>• 參見「爪子」條。<br/>
爬,<font color='#f00'>ㄆㄚˊ</font><br/>[動]<br/>• 昆蟲、爬蟲類動物等往前移動，或人以手足伏地而行。<br/>• 攀登。<br/>• 搔、抓。<br/>
爭,<font color='#f00'>ㄓㄥ</font><br/>[動]<br/>• 奪取、互不相讓。<br/>• 較量、競爭。<br/>• 辯論。<br/>• 相差、差別。<br/>• 規勸。<br/>[副]<br/>• 如何。<br/>
爰,<font color='#f00'>ㄩㄢˊ</font><br/>[連]<br/>• 於是。<br/>[助]<br/>• 發語詞，無義。<br/>[動]<br/>• 改變、更換。參見「爰田」條。<br/>[名]<br/>• 姓。如漢代有爰盎。<br/>
爵,<font color='#f00'>ㄐㄩㄝˊ</font><br/>[名]<br/>• 古代一種飲酒的器具。形狀略似雀，下有三隻腳。<br/>• 古代封給貴族或功臣的名位。<br/>• 鳥雀。<br/>[動]<br/>• 封給人爵位。<br/>
父,<font color='#f00'>ㄈㄨˋ / ㄈㄨˇ</font><br/>[名]<br/>• 稱謂：(1) 對爸爸的稱呼。如：「父親」、「養父」、「家父」、「繼父」。《詩經．小雅．蓼莪》：「父兮生我，母兮鞠我。」(2) 用以尊稱親族中男性的長輩。如：「伯父」、「叔父」、「舅父」、「祖父」。<br/>• 二一四部首之一。<br/><font color='#f00'>ㄈㄨˇ</font><br/>[名]<br/>• 古代對男子的美稱。<br/>• 野老的通稱。<br/>
爸,<font color='#f00'>ㄅㄚˋ</font><br/>[名]<br/>• 稱謂。子女對父親的稱呼，一般疊稱為「爸爸」。<br/>
爹,<font color='#f00'>ㄉㄧㄝ</font><br/>[名]<br/>• 稱謂：(1) 子女對父親的稱呼。《儒林外史．第一六回》：「匡超人走到跟前，叫一聲『爹！兒子回來了！』上前磕了頭。」(2) 對年長者的尊稱。如：「請問老爹尊姓大名？」(3) 祖父的俗稱。如：「阿爹聽到小孫子的哭泣聲，趕忙過去抱起他。」(4) 僕人、妻妾對男主人，或平民百姓對官吏的尊稱。元．關漢卿《魯齋郎．楔子》：「比及爹有這個心，小人打聽在肚裡了。」《金瓶梅．第六九回》：「話說文嫂兒到家，平安說：『爹在對門房子裡。進去稟報。』西門慶正在書房中，和溫秀坐的，見玳安，隨即出來小客位內坐下。」<br/>
爺,<font color='#f00'>ㄧㄝˊ</font><br/>[名]<br/>• 稱謂：(1) 用以稱父親。南朝梁．無名氏〈木蘭詩〉二首之一：「願為市鞍馬，從此替爺征。」(2) 對長輩或主人的尊稱。如：「老爺」、「少爺」、「大爺」。《紅樓 夢．第二○回》：「一個作爺的，還賴我們這幾個錢，連我也不在眼裡！」<br/>• 對神明的稱呼。<br/>
爻,<font color='#f00'>ㄧㄠˊ / ㄒㄧㄠˊ</font><br/>[名]<br/>• 八卦上的橫線，長的全線「{[8ebd]}」稱為「陽爻」，斷開的兩段線「{[8ebc]}」稱為「陰爻」。每三爻合成一卦，共八卦，而二卦相重可得六十四卦。<br/>• 二一四部首之一。<br/><font color='#f00'>ㄒㄧㄠˊ</font><br/>• (一)之讀音。<br/>
爽,<font color='#f00'>ㄕㄨㄤˇ</font><br/>[形]<br/>• 舒適、暢快。<br/>• 豪邁、不拘小節的。<br/>• 明亮。<br/>[動]<br/>• 犯錯、違失。<br/>• 失、違反。<br/>
爾,<font color='#f00'>ㄦˇ</font><br/>[代]<br/>• 第二人稱代名詞，相當於「汝」、「你」。<br/>• 此、這個。<br/>• 如此、這樣。<br/>[形]<br/>• 此、這。<br/>[副]<br/>• 表示程度，相當於「如此的」、「這樣的」。<br/>[助]<br/>• 語尾助詞，無義。<br/>• 如此、而已。<br/>• 位於句末，表示肯定的意思。<br/>• 表示疑問的語氣。<br/>
爿,<font color='#f00'>ㄑㄧㄤˊ / ㄅㄢˋ</font><br/>[名]<br/>• 木頭劈成兩半，左半塊稱為「爿」。<br/>• 二一四部首之一。<br/><font color='#f00'>ㄅㄢˋ</font><br/>[名]<br/>• 江蘇方言。量詞：(1) 計算店鋪的單位。相當於「家」、「間」等。如：「一爿店」。《文明小史．第一○回》：「一路言來語去，不知不覺已到了昨日所住的那爿小客棧內。」(2) 計算田地的單位。相當於「塊」、「片」等。如：「父親留下的就只剩那一爿田了。」<br/>• 整體中的部分。<br/>
牀,• 「床」的異體字。<br/>
牁,<font color='#f00'>ㄍㄜ</font><br/>• 參見「牂牁」條。<br/>
牂,<font color='#f00'>ㄗㄤ</font><br/>[名]<br/>• 母羊。<br/>
牄,<font color='#f00'>ㄑㄧㄤ</font><br/>[狀]<br/>• 形容鳥獸覓食的聲音。<br/>
牆,<font color='#f00'>ㄑㄧㄤˊ</font><br/>[名]<br/>• 用磚、石等砌成，可作間隔或屏障的建築。<br/>• 泛指由人或物組合成像牆的部分。<br/>
片,<font color='#f00'>ㄆㄧㄢˋ / ㄆㄧㄢ</font><br/>[名]<br/>• 薄而扁平的東西。<br/>• 量詞：(1) 計算薄而成片的東西的單位。如：「一片樹葉」、「兩片土司」。(2)計算地面物的單位。如：「一片樹林」、「門前兩側各有一片草地。」<br/>• 印有姓名或可供通信的紙片。<br/>• 二一四部首之一。<br/>[動]<br/>• 將厚物以刀橫著或斜著切成薄片狀。<br/>[形]<br/>• 微少的。<br/>• 單一的。<br/>• 短暫的。<br/><font color='#f00'>ㄆㄧㄢ</font><br/>[名]<br/>• 扁平的東西。<br/>
版,<font color='#f00'>ㄅㄢˇ</font><br/>[名]<br/>• 木片或片狀的器物。<br/>• 古時築牆所用的木夾板。<br/>• 簡牘的通稱。<br/>• 戶籍、圖籍。<br/>• 印刷所用的版式，上面拼組或刻鑄著既定的文字或圖形。如木版、鉛版、鋅版、銅版等印刷。<br/>• 版本。<br/>• 量詞：(1) 計算報紙頁面的單位。如：「今天的報紙共有十六版。」(2) 計算同一作品不同時期出版的單位。如：「這本書已出至十二版。」<br/>• 書籍版本的簡稱。<br/>• 報紙或雜誌的版別。如:「國際版」、「體育版」、「經濟版」。<br/>•  電腦網路的討論區。經常劃分不同的主題，讓使用者表達意見，進行討論。每一個主題討論區即稱為「版」。也稱作「板」。<br/>
牉,<font color='#f00'>ㄆㄢˋ</font><br/>[動]<br/>• 分開、分離。<br/>[名]<br/>• 一半。多被借來指夫婦中的任何一方。參見「牉合」條。<br/>
牋,<font color='#f00'>ㄐㄧㄢ</font><br/>[名]<br/>• 文體名。為上書奏記文章。<br/>• 書信、信札。<br/>
牌,<font color='#f00'>ㄆㄞˊ</font><br/>[名]<br/>• 揭示板或標誌。<br/>• 商標。<br/>• 古代的符信或憑證。<br/>• 神位、牌位。指置於廳堂或神龕等處，上面刻寫著神仙或祖先的名諱，專供人膜拜或祭祀的木板。<br/>• 一種古代的兵器，即盾牌。<br/>• 賭具或娛樂用品。<br/>• 詞或曲的曲調名稱。<br/>
牒,<font color='#f00'>ㄉㄧㄝˊ</font><br/>[名]<br/>• 古代用來書寫的小而薄的竹簡或木片。<br/>• 官方文書或證件。<br/>• 各種紀錄文件。<br/>• 訟狀。<br/>• 綿織品。<br/>
牓,<font color='#f00'>ㄅㄤˇ</font><br/>[名]<br/>• 揭示牌。<br/>• 張貼在公共場所的告示。<br/>• 參見「牓子」條。<br/>
牕,• 「窗」的異體字。<br/>
牖,<font color='#f00'>ㄧㄡˇ</font><br/>[名]<br/>• 窗戶。<br/>[動]<br/>• 誘導。參見「牖民」條。<br/>
牘,<font color='#f00'>ㄉㄨˊ</font><br/>[名]<br/>• 古代用以書寫文字的木片。<br/>• 文書、書籍。<br/>• 信札。<br/>
牙,<font color='#f00'>ㄧㄚˊ</font><br/>[名]<br/>• 人或動物口腔中，用來研磨、咀嚼食物的器官。<br/>• 象牙的簡稱。<br/>• 買賣時居中的介紹人。<br/>• 官署、衙門。<br/>• 二一四部首之一。<br/>[動]<br/>• 咬。<br/>
牚,<font color='#f00'>ㄔㄥ</font><br/>[名]<br/>• 斜柱。<br/>
牛,<font color='#f00'>ㄋㄧㄡˊ</font><br/>[名]<br/>• 動物名。脊椎動物哺乳綱偶蹄目。體形碩大，性情溫馴而力氣大，尾巴尖端有長毛，為草食性反芻類家畜。能供拉車、耕田，肉與乳皆可食用，而骨、皮、角等可做器具使用。我國常見的有黃牛、水牛、乳牛、肉牛與犛牛等。<br/>• 星座名。二十八星宿之一。北方玄武七宿的第二宿，共有六顆星。<br/>• 二一四部首之一。<br/>• 姓。如唐代有牛僧孺。<br/>[形]<br/>• 固執、倔強。<br/>
牝,<font color='#f00'>ㄆㄧㄣˋ</font><br/>[名]<br/>• 雌性動物。<br/>• 谿谷。<br/>• 女子陰戶。<br/>[形]<br/>• 雌性的。<br/>
牟,<font color='#f00'>ㄇㄡˊ</font><br/>[形]<br/>• 形容牛叫聲。<br/>• 大。<br/>[動]<br/>• 獲取。<br/>• 齊等。<br/>[名]<br/>• 大麥。<br/>• 姓。如宋代有牟景先。<br/>
牠,<font color='#f00'>ㄊㄚ / ㄊㄨㄛ</font><br/>[代]<br/>• 指動物的第三人稱代名詞。<br/><font color='#f00'>ㄊㄨㄛ</font><br/>• (一)之又音。<br/>
牡,<font color='#f00'>ㄇㄨˇ / ㄇㄡˇ</font><br/>[名]<br/>• 雄性的鳥獸。<br/>• 古代鎖器的一部分。<br/><font color='#f00'>ㄇㄡˇ</font><br/>• (一)之又音。<br/>
牢,<font color='#f00'>ㄌㄠˊ</font><br/>[名]<br/>• 飼養牲畜的圈欄。<br/>• 監獄。<br/>• 古代祭祀用的牲畜。<br/>• 姓。如漢代有牢梁。<br/>[形]<br/>• 堅固。<br/>
牣,<font color='#f00'>ㄖㄣˋ</font><br/>[形]<br/>• 充滿的樣子。<br/>• 柔軟而結實。<br/>
牧,<font color='#f00'>ㄇㄨˋ</font><br/>[動]<br/>• 放飼牲畜。<br/>• 修養。<br/>• 治理、統治。<br/>[名]<br/>• 放飼牲畜的人。<br/>• 放養牲畜的地方。<br/>• 畜牧業的簡稱。<br/>
物,<font color='#f00'>ㄨˋ</font><br/>[名]<br/>• 存在於天地間一切人事物的通稱。<br/>• 指我以外的人、事、境界。相對於「我」而言。<br/>• 指作品或言談中的內容。<br/>• 典章制度。<br/>• 特指人。<br/>[動]<br/>• 選擇。<br/>• 尋求。<br/>
牬,<font color='#f00'>ㄅㄟˋ</font><br/>[名]<br/>• 體長的牛，稱為「牬」。<br/>
牮,<font color='#f00'>ㄐㄧㄢˋ</font><br/>[動]<br/>• 用木柱拉正、支撐傾斜的房屋。<br/>• 用土石擋水。<br/>
牯,<font color='#f00'>ㄍㄨˇ</font><br/>[名]<br/>• 母牛。<br/>• 割去生殖器的公牛。<br/>
牲,<font color='#f00'>ㄕㄥ</font><br/>[名]<br/>• 祭祀時所用的家畜。<br/>• 泛指牛、羊、豬、馬等一般的家畜。<br/>
牴,<font color='#f00'>ㄉㄧˇ</font><br/>[動]<br/>• 牛、羊等有角的獸類用角碰撞。<br/>• 引申為觸犯、衝突。<br/>
牷,<font color='#f00'>ㄑㄩㄢˊ</font><br/>[名]<br/>• 純色的牛。<br/>• 完整的牲體。<br/>
牸,<font color='#f00'>ㄗˋ</font><br/>[名]<br/>• 母牛。<br/>• 雌性牲畜的總稱。<br/>
特,<font color='#f00'>ㄊㄜˋ</font><br/>[形]<br/>• 與眾不同的、超出一般的。<br/>• 雄性的。<br/>[副]<br/>• 特別。<br/>• 只、但。<br/>[名]<br/>• 配偶。<br/>• 特務。<br/>
牻,<font color='#f00'>ㄇㄤˊ</font><br/>[名]<br/>• 毛色黑白相雜的牛。<br/>
牼,<font color='#f00'>ㄎㄥ</font><br/>[名]<br/>• 牛脛骨，即牛膝下的骨頭。<br/>
牽,<font color='#f00'>ㄑㄧㄢ</font><br/>[動]<br/>• 拉、挽引。<br/>• 拘束、受制。<br/>• 連帶、涉及。<br/>[名]<br/>• 姓。如三國時魏國有牽招。<br/>
牾,<font color='#f00'>ㄨˇ</font><br/>[動]<br/>• 違背、抵觸。<br/>
牿,<font color='#f00'>ㄍㄨˋ</font><br/>[名]<br/>• 圈養牛馬的地方。<br/>
犀,<font color='#f00'>ㄒㄧ</font><br/>[名]<br/>• 動物名。脊椎動物門哺乳綱奇蹄目。體型碩大，外形似牛。頭略成三角形，頸短。鼻上有一或二個角，可入藥，亦可作武器。四肢粗大，每蹄有三趾。皮粗而厚，色微黑，全身幾乎無毛。以草、樹葉、嫩枝為食，產於亞洲與非洲的熱帶森林。<br/>[形]<br/>• 堅利、銳利。<br/>
犁,<font color='#f00'>ㄌㄧˊ</font><br/>[名]<br/>• 耕翻土地所用的農具。<br/>• 姓。如春秋時齊國有犁彌。<br/>[動]<br/>• 耕土、翻土。<br/>• 摧毀。<br/>[形]<br/>• 黑色的。<br/>
犄,<font color='#f00'>ㄐㄧ</font><br/>• 參見「犄角」條。<br/>
犅,<font color='#f00'>ㄍㄤ</font><br/>[名]<br/>• 公牛。<br/>
犆,<font color='#f00'>ㄓˊ</font><br/>[動]<br/>• 緣飾、裝飾。<br/>
犇,• 「奔」的異體字。<br/>
犉,<font color='#f00'>ㄖㄨㄣˊ</font><br/>[名]<br/>• 黃色黑脣的牛。<br/>• 七尺高的牛。<br/>
犍,<font color='#f00'>ㄐㄧㄢ / ㄑㄧㄢˊ</font><br/>[動]<br/>• 閹割牲畜。<br/>[名]<br/>• 被閹割的公牛。<br/><font color='#f00'>ㄑㄧㄢˊ</font><br/>[名]<br/>• 地名用字：(1) 如大陸地區四川犍為縣北的犍為山，一名大鹿山。(2) 如大陸地區四川省的犍為縣。<br/>
犎,<font color='#f00'>ㄈㄥ</font><br/>[名]<br/>• 犎牛：古代一種背上肉隆起像駱駝的野牛。<br/>
犒,<font color='#f00'>ㄎㄠˋ</font><br/>[動]<br/>• 慰勞、酬賞。<br/>
犕,<font color='#f00'>ㄅㄟˋ</font><br/>[動]<br/>• 將鞍具套在牲畜身上。<br/>• 心服。<br/>[名]<br/>• 八歲的牛。<br/>• 老牛。<br/>
犖,<font color='#f00'>ㄌㄨㄛˋ</font><br/>[名]<br/>• 毛色不純的牛。<br/>• 斑爛的色彩。<br/>• 地名。春秋時宋地，約在今大陸地區河南省淮陽縣西北。<br/>[形]<br/>• 分明、顯著。<br/>
犗,<font color='#f00'>ㄐㄧㄝˋ</font><br/>[名]<br/>• 閹割去勢的牛。<br/>[動]<br/>• 閹割。<br/>
犘,<font color='#f00'>ㄇㄚˊ</font><br/>[名]<br/>• 原產於大陸地區巴中地區的一種大牛。<br/>
犛,<font color='#f00'>ㄌㄧˊ / ㄇㄠˊ</font><br/>• 參見「犛牛」條。<br/><font color='#f00'>ㄇㄠˊ</font><br/>• (一)之又音。<br/>
犢,<font color='#f00'>ㄉㄨˊ</font><br/>[名]<br/>• 小牛。<br/>• 姓。如戰國時齊國有犢牧。<br/>
犦,<font color='#f00'>ㄅㄠˋ</font><br/>[名]<br/>• 動物名。即犎牛。背脊上有肉隆起如橐駝，據說可健行三百餘里而不須休息。<br/>
犧,<font color='#f00'>ㄒㄧ</font><br/>[名]<br/>• 古代供宗廟祭祀用的純色牲畜。<br/>
犨,<font color='#f00'>ㄔㄡ</font><br/>[狀]<br/>• 形容牛的喘息聲。<br/>[動]<br/>• 突出。<br/>
犫,• 「犨」的異體字。<br/>
犬,<font color='#f00'>ㄑㄩㄢˇ</font><br/>[名]<br/>• 動物名。即狗。哺乳綱食肉目。嗅覺、聽覺異常敏銳，馴化後，可守衛門戶或幫助打獵。<br/>• 二一四部首之一。<br/>
犮,<font color='#f00'>ㄅㄛˊ</font><br/>[形]<br/>• 狗行走的樣子。<br/>[動]<br/>• 拔除。<br/>
犯,<font color='#f00'>ㄈㄢˋ</font><br/>[動]<br/>• 侵害、干擾、沖撞。<br/>• 抵觸、違背。<br/>• 發生。<br/>• 冒著。<br/>• 落進、落到。<br/>[名]<br/>• 有罪的人。<br/>[副]<br/>• 值得。<br/>
犰,<font color='#f00'>ㄑㄧㄡˊ</font><br/>• 參見「犰狳」條。<br/>
犴,<font color='#f00'>ㄢˋ / ㄏㄢˋ</font><br/>[名]<br/>• 動物名。哺乳綱食肉目。一種北方的野狗，黑嘴，善於看守。<br/>• 監獄。<br/>• 姓。如漢代有犴反。<br/><font color='#f00'>ㄏㄢˋ</font><br/>• (一)之又音。<br/>
犵,<font color='#f00'>ㄑㄧˋ</font><br/>• 參見「犵黨」、「犵狫族」等條。<br/>
犺,<font color='#f00'>ㄎㄤˋ</font><br/>[名]<br/>• 健壯的狗。<br/>• 刺蝟。<br/>• 動物名。產於暹羅，短小精悍，形如猿猱，可供役使。見明．張自烈《正字通．犬部》。<br/>
犼,<font color='#f00'>ㄏㄡˇ</font><br/>[名]<br/>• 傳說中的猛獸。外形像犬，會吃人。<br/>
犽,<font color='#f00'>ㄧㄚˊ</font><br/>[名]<br/>• 一種野獸。似獾而尾長。<br/>• 中國古代少數民族之一。個性溫順善良。<br/>
犿,<font color='#f00'>ㄈㄢ</font><br/>[形]<br/>• 連犿：宛轉的樣子。<br/>
狀,<font color='#f00'>ㄓㄨㄤˋ</font><br/>[名]<br/>• 形態、容貌、樣子。<br/>• 情況。<br/>• 功績、良好表現。<br/>• 敘述事實的文章。現通稱打官司的呈文。<br/>• 獎勵或證明用的文書。<br/>[動]<br/>• 陳述、描寫。<br/>
狁,<font color='#f00'>ㄩㄣˇ</font><br/>• 參見「玁狁」條。<br/>
狂,<font color='#f00'>ㄎㄨㄤˊ</font><br/>[形]<br/>• 誇大的、傲慢自大。<br/>• 放縱、放蕩。<br/>• 強烈、猛烈。<br/>[名]<br/>• 瘋癲。<br/>• 姓。如黃帝時有狂屈豎，春秋時宋國有狂狡。<br/>[副]<br/>• 任情恣意、不受拘束。<br/>• 急速、快促。<br/>
