character,defination
瓬,<font color='#f00'>ㄈㄤˇ</font><br>• potter<br>• ceramicist<br>
瓮,<font color='#f00'>ㄨㄥˋ</font><br>• variant of 甕|瓮[wèng]<br>• earthen jar<br>• urn<br>
瓰,<big><font color='#f00' style='font-family: serif !important;'>fēn wǎ</font></big><br>• deciwatt (old)<br>• single-character equivalent of 分瓦[fēn wǎ]<br>
瓱,<big><font color='#f00' style='font-family: serif !important;'>háo wǎ</font></big><br>• milliwatt (old)<br>• single-character equivalent of 毫瓦[háo wǎ]<br>
瓴,<font color='#f00'>ㄌㄧㄥˊ</font><br>• concave channels of tiling<br>
瓵,<big><font color='#f00' style='font-family: serif !important;'>yí</font></big><br>• earthen jar<br>
瓶,<font color='#f00'>ㄆㄧㄥˊ</font><br>• bottle<br>• vase<br>• pitcher<br>• CL:個|个[gè]<br>• classifier for wine and liquids<br>
瓷,<font color='#f00'>ㄘˊ</font><br>• chinaware<br>• porcelain<br>• china<br>
瓸,<big><font color='#f00' style='font-family: serif !important;'>bǎi wǎ</font></big><br>• hectowatt (old)<br>• single-character equivalent of 百瓦<br>
瓻,<font color='#f00'>ㄔ</font><br>• large wine jar<br>
瓼,<big><font color='#f00' style='font-family: serif !important;'>lǐ wǎ</font></big><br>• centiwatt (old)<br>
瓿,<font color='#f00'>ㄆㄡˇ</font><br>• a kind of vase (old)<br>• see 安瓿[ān bù]<br>
甀,<big><font color='#f00' style='font-family: serif !important;'>zhuì</font></big><br>• vase with a small mouth<br>
甁,<big><font color='#f00' style='font-family: serif !important;'>píng</font></big><br>• variant of 瓶[píng]<br>
甃,<font color='#f00'>ㄓㄡˋ</font><br>• brickwork of well<br>
甄,<font color='#f00'>ㄓㄣ</font><br>• to distinguish<br>• to evaluate<br>
甇,<big><font color='#f00' style='font-family: serif !important;'>yīng</font></big><br>• earthen jar with long neck<br>
甋,<font color='#f00'>ㄉㄧˊ</font><br>• a jar without ears<br>
甌,<font color='#f00'>ㄡ</font><br>• (pottery) bowl or drinking vessel<br>
甍,<font color='#f00'>ㄇㄥˊ</font><br>• rafters supporting tiles<br>• ridge of a roof<br>
甎,<big><font color='#f00' style='font-family: serif !important;'>zhuān</font></big><br>• variant of 磚|砖[zhuān]<br>
甏,<big><font color='#f00' style='font-family: serif !important;'>bàng</font></big><br>• a squat jar for holding wine, sauces etc<br>
甑,<font color='#f00'>ㄗㄥˋ</font><br>• cauldron<br>• rice pot<br>
甒,<font color='#f00'>ㄨˇ</font><br>• vase<br>• jar<br>
甓,<font color='#f00'>ㄆㄧˋ</font><br>• glazed tile<br>
甔,<font color='#f00'>ㄉㄢ / ㄉㄢˋ</font><br>• big jar<br>
甕,<font color='#f00'>ㄨㄥˋ</font><br>• pottery container for water, wine etc<br>
甖,<font color='#f00'>ㄧㄥ</font><br>• variant of 罌|罂[yīng]<br>
甗,<font color='#f00'>ㄧㄢˇ</font><br>• earthenware vessel<br>
甘,<font color='#f00'>ㄍㄢ</font><br>• sweet<br>• willing<br>
甙,<big><font color='#f00' style='font-family: serif !important;'>dài</font></big><br>• old term for 糖苷[táng gān], glycoside<br>
甚,<font color='#f00'>ㄕㄣˋ / ㄕㄜˊ / ㄕㄣˊ</font><br>• variant of 什[shén]<br>
甛,<big><font color='#f00' style='font-family: serif !important;'>tián</font></big><br>• old variant of 甜[tián]<br>
甜,<font color='#f00'>ㄊㄧㄢˊ</font><br>• sweet<br>
甝,<big><font color='#f00' style='font-family: serif !important;'>hán</font></big><br>• white tiger<br>
甞,<big><font color='#f00' style='font-family: serif !important;'>cháng</font></big><br>• old variant of 嘗|尝[cháng]<br>
生,<font color='#f00'>ㄕㄥ</font><br>• to be born<br>• to give birth<br>• life<br>• to grow<br>• raw<br>• uncooked<br>• student<br>
甡,<font color='#f00'>ㄕㄣ</font><br>• multitude<br>• crowd<br>
產,<font color='#f00'>ㄔㄢˇ</font><br>• to give birth<br>• to reproduce<br>• to produce<br>• product<br>• resource<br>• estate<br>• property<br>
産,<big><font color='#f00' style='font-family: serif !important;'>chǎn</font></big><br>• Japanese variant of 產|产<br>
甥,<font color='#f00'>ㄕㄥ</font><br>• sister's son<br>• nephew<br>
甦,<font color='#f00'>ㄙㄨ</font><br>• variant of 蘇|苏[sū]<br>• to revive<br>
用,<font color='#f00'>ㄩㄥˋ</font><br>• to use<br>• to employ<br>• to have to<br>• to eat or drink<br>• expense or outlay<br>• usefulness<br>• hence<br>• therefore<br>
甩,<font color='#f00'>ㄕㄨㄞˇ</font><br>• to throw<br>• to fling<br>• to swing<br>• to leave behind<br>• to throw off<br>• to dump (sb)<br>
甫,<font color='#f00'>ㄈㄨˇ</font><br>• (classical) barely<br>• just<br>• just now<br>
甬,<font color='#f00'>ㄩㄥˇ</font><br>• variant of 桶[tǒng], bucket<br>• (classifier) cubic dry measure (5 pecks 五斗, approx half-liter)<br>
甭,<font color='#f00'>ㄅㄥˊ</font><br>• need not<br>• (contraction of 不 and 用)<br>
甮,<big><font color='#f00' style='font-family: serif !important;'>béng</font></big><br>• old variant of 甭[béng]<br>• need not<br>
甯,<font color='#f00'>ㄋㄧㄥˋ / ㄋㄧㄥˊ</font><br>• variant of 寧|宁[níng]<br>
田,<font color='#f00'>ㄊㄧㄢˊ</font><br>• field<br>• farm<br>• CL:片[piàn]<br>
由,<font color='#f00'>ㄧㄡˊ</font><br>• to follow<br>• from<br>• it is for...to<br>• reason<br>• cause<br>• because of<br>• due to<br>• to<br>• to leave it (to sb)<br>• by (introduces passive verb)<br>
甲,<font color='#f00'>ㄐㄧㄚˇ / ㄐㄧㄚˋ</font><br>• first of the ten Heavenly Stems 十天干[shí tiān gān]<br>• (used for an unspecified person or thing)<br>• first (in a list, as a party to a contract etc)<br>• letter 'A' or roman 'I' in list 'A, B, C', or 'I, II, III' etc<br>• armor plating<br>• shell or carapace<br>• (of the fingers or toes) nail<br>• bladed leather or metal armor (old)<br>• ranking system used in the Imperial examinations (old)<br>• civil administration unit (old)<br>• ancient Chinese compass point: 75°<br>
申,<font color='#f00'>ㄕㄣ</font><br>• to extend<br>• to state<br>• to explain<br>• 9th earthly branch: 3-5 p.m., 7th solar month (7th August-7th September), year of the Monkey<br>• ancient Chinese compass point: 240°<br>
甴,<big><font color='#f00' style='font-family: serif !important;'>zhá</font></big><br>• see 曱甴[yuē zhá]<br>
男,<font color='#f00'>ㄋㄢˊ</font><br>• male<br>• Baron, lowest of five orders of nobility 五等爵位[wǔ děng jué wèi]<br>• CL:個|个[gè]<br>
甸,<font color='#f00'>ㄉㄧㄢˋ / ㄊㄧㄢˊ</font><br>• suburbs or outskirts<br>• one of the five degrees of official mourning attire in dynastic China<br>• official in charge of fields (old)<br>
甹,<font color='#f00'>ㄆㄧㄥ</font><br>• chivalrous knight<br>
町,<font color='#f00'>ㄊㄧㄥˇ / ㄉㄧㄥ</font><br>• (used in place names)<br>
甽,<font color='#f00'>ㄑㄩㄢˇ</font><br>• drain between fields, irrigation<br>
甾,<font color='#f00'>ㄗ / ㄗㄞ</font><br>• steroid nucleus<br>
甿,<font color='#f00'>ㄇㄥˊ</font><br>• variant of 氓[méng]<br>
畀,<font color='#f00'>ㄅㄧˋ</font><br>• to confer on<br>• to give to<br>
畁,<big><font color='#f00' style='font-family: serif !important;'>bì</font></big><br>• variant of 畀[bì]<br>
畂,<big><font color='#f00' style='font-family: serif !important;'>mǔ</font></big><br>• old variant of 畝|亩[mǔ]<br>
畄,<big><font color='#f00' style='font-family: serif !important;'>liú</font></big><br>• old variant of 留[liú]<br>
畆,<big><font color='#f00' style='font-family: serif !important;'>mǔ</font></big><br>• old variant of 畝|亩[mǔ]<br>
畇,<font color='#f00'>ㄩㄣˊ</font><br>• reclaimed land<br>
畈,<big><font color='#f00' style='font-family: serif !important;'>fàn</font></big><br>• field<br>• farm<br>
畊,<big><font color='#f00' style='font-family: serif !important;'>gēng</font></big><br>• variant of 耕[gēng]<br>
畋,<font color='#f00'>ㄊㄧㄢˊ</font><br>• to cultivate (land)<br>• to hunt<br>
界,<font color='#f00'>ㄐㄧㄝˋ</font><br>• boundary<br>• scope<br>• extent<br>• circles<br>• group<br>• kingdom (taxonomy)<br>
畎,<font color='#f00'>ㄑㄩㄢˇ</font><br>• field drains<br>
畏,<font color='#f00'>ㄨㄟˋ</font><br>• to fear<br>
畑,<big><font color='#f00' style='font-family: serif !important;'>tián</font></big><br>• used in Japanese names with phonetic value hatake, bata etc<br>• dry field (i.e. not paddy field)<br>
畒,<big><font color='#f00' style='font-family: serif !important;'>mǔ</font></big><br>• old variant of 畝|亩[mǔ]<br>
畓,<big><font color='#f00' style='font-family: serif !important;'>xx</font></big><br>• phonetic dap or dābo<br>• rice paddy (Korean gugja)<br>
畔,<font color='#f00'>ㄆㄢˋ</font><br>• edge<br>• side<br>• boundary<br>• bank (of a river etc)<br>• shore<br>
留,<font color='#f00'>ㄌㄧㄡˊ</font><br>• to leave (a message etc)<br>• to retain<br>• to stay<br>• to remain<br>• to keep<br>• to preserve<br>
畚,<font color='#f00'>ㄅㄣˇ</font><br>• a basket or pan used for earth, manure etc<br>
畛,<font color='#f00'>ㄓㄣˇ</font><br>• border<br>• boundary<br>• field-path<br>
畜,<font color='#f00'>ㄔㄨˋ / ㄒㄩˋ</font><br>• livestock<br>• domesticated animal<br>• domestic animal<br>
畝,<font color='#f00'>ㄇㄨˇ / ㄇㄡˇ</font><br>• classifier for fields<br>• unit of area equal to one fifteenth of a hectare<br>
畟,<font color='#f00'>ㄘㄜˋ</font><br>• sharp<br>
畢,<font color='#f00'>ㄅㄧˋ</font><br>• the whole of<br>• to finish<br>• to complete<br>• complete<br>• full<br>• finished<br>
畤,<font color='#f00'>ㄓˋ</font><br>• ancient sacrifice<br>
略,<font color='#f00'>ㄌㄩㄝˋ</font><br>• plan<br>• strategy<br>• outline<br>• summary<br>• slightly<br>• rather<br>• to rob<br>• to plunder<br>• to summarize<br>• to omit<br>
畦,<font color='#f00'>ㄒㄧ / ㄑㄧˊ</font><br>• small plot of farm land<br>• Taiwan pr. [xī]<br>
畧,<big><font color='#f00' style='font-family: serif !important;'>lu:è</font></big><br>• variant of 略[lu:è]<br>
番,<font color='#f00'>ㄈㄢ / ㄆㄛˊ / ㄆㄢ</font><br>• foreign (non-Chinese)<br>• barbarian<br>• classifier for occurrences (of an event, action or speech utterance)<br>• classifier for iterations: times, -fold (as in twofold etc)<br>• classifier for situations: kind, sort<br>
畫,<font color='#f00'>ㄏㄨㄚˋ</font><br>• to draw<br>• picture<br>• painting<br>• CL:幅[fú],張|张[zhāng]<br>• classifier for paintings etc<br>• variant of 劃|划[huà]<br>
畬,<font color='#f00'>ㄩˊ / ㄕㄜ</font><br>• cultivated field<br>
畮,<big><font color='#f00' style='font-family: serif !important;'>mǔ</font></big><br>• old variant of 畝|亩[mǔ]<br>
畯,<font color='#f00'>ㄐㄩㄣˋ</font><br>• overseer<br>• steppe<br>
異,<font color='#f00'>ㄧˋ</font><br>• different<br>• other<br>• hetero-<br>• unusual<br>• strange<br>• surprising<br>• to distinguish<br>• to separate<br>• to discriminate<br>
畱,<big><font color='#f00' style='font-family: serif !important;'>liú</font></big><br>• old variant of 留[liú]<br>
畳,<big><font color='#f00' style='font-family: serif !important;'>dié</font></big><br>• Japanese variant of 疊|叠[dié]<br>• Japanese tatami matting<br>
畵,<big><font color='#f00' style='font-family: serif !important;'>huà</font></big><br>• variant of 畫|画[huà]<br>
當,<font color='#f00'>ㄉㄤ / ㄉㄤˇ / ㄉㄤˋ</font><br>• to be<br>• to act as<br>• manage<br>• withstand<br>• when<br>• during<br>• ought<br>• should<br>• match equally<br>• equal<br>• same<br>• obstruct<br>• just at (a time or place)<br>• on the spot<br>• right<br>• just at<br>
畷,<font color='#f00'>ㄓㄨㄛˊ</font><br>• raised path between fields<br>
畸,<font color='#f00'>ㄐㄧ</font><br>• lopsided<br>• unbalanced<br>• abnormal<br>• irregular<br>• odd fractional remnant<br>
畹,<font color='#f00'>ㄨㄢˇ</font><br>• a field of 20 or 30 mu<br>
畺,<big><font color='#f00' style='font-family: serif !important;'>jiāng</font></big><br>• old variant of 疆[jiāng]<br>
畽,<font color='#f00'>ㄊㄨㄢˇ</font><br>• place trodden by animals<br>
畾,<big><font color='#f00' style='font-family: serif !important;'>léi</font></big><br>• fields divided by dikes<br>
畿,<font color='#f00'>ㄐㄧ / ㄑㄧˊ</font><br>• territory around the capital<br>
疃,<font color='#f00'>ㄊㄨㄢˇ</font><br>• village<br>• animal track<br>
疆,<font color='#f00'>ㄐㄧㄤ</font><br>• border<br>• boundary<br>
疇,<font color='#f00'>ㄔㄡˊ</font><br>• arable fields<br>• cultivated field<br>• class<br>• category<br>
疉,<big><font color='#f00' style='font-family: serif !important;'>dié</font></big><br>• variant of 疊|叠[dié]<br>
疊,<font color='#f00'>ㄉㄧㄝˊ</font><br>• to fold<br>• to fold over in layers<br>• to furl<br>• to layer<br>• to pile up<br>• to repeat<br>• to duplicate<br>
疋,<font color='#f00'>ㄆㄧˇ / ㄕㄨ / ㄧㄚˇ</font><br>• variant of 匹[pǐ]<br>• classifier for cloth: bolt<br>
疍,<font color='#f00'>ㄉㄢˋ</font><br>• variant of 蜑[Dàn]<br>
疎,<big><font color='#f00' style='font-family: serif !important;'>shū</font></big><br>• variant of 疏[shū]<br>
疏,<font color='#f00'>ㄕㄨ / ㄕㄨˋ / ㄙㄨ</font><br>• to dredge<br>• to clear away obstruction<br>• thin<br>• sparse<br>• scanty<br>• distant (relation)<br>• not close<br>• to neglect<br>• negligent<br>• to present a memorial to the Emperor<br>• commentary<br>• annotation<br>
疐,<font color='#f00'>ㄓˋ</font><br>• prostrate<br>
疑,<font color='#f00'>ㄧˊ</font><br>• to doubt<br>• to suspect<br>
疒,<font color='#f00'>ㄔㄨㄤˊ</font><br>• sick<br>• sickness<br>• Kang Xi radical 104<br>• also pr. [chuáng]<br>
疔,<font color='#f00'>ㄉㄧㄥ</font><br>• boil<br>• carbuncle<br>
疕,<big><font color='#f00' style='font-family: serif !important;'>bǐ</font></big><br>• facial skin disease<br>• mange<br>
疘,<big><font color='#f00' style='font-family: serif !important;'>gāng</font></big><br>• rectal prolapse<br>• variant of 肛[gāng]<br>
疙,<font color='#f00'>ㄍㄜ</font><br>• pimple<br>• wart<br>
疚,<font color='#f00'>ㄐㄧㄡˋ</font><br>• chronic disease<br>• guilt<br>• remorse<br>
疝,<font color='#f00'>ㄕㄢˋ</font><br>• hernia<br>
疢,<font color='#f00'>ㄔㄣˋ</font><br>• (disease)<br>
疣,<font color='#f00'>ㄧㄡˊ</font><br>• nodule<br>• wart<br>
疤,<font color='#f00'>ㄅㄚ</font><br>• scar<br>• scab<br>
疥,<font color='#f00'>ㄐㄧㄝˋ</font><br>• scabies<br>
疧,<font color='#f00'>ㄓ</font><br>• sick<br>
疫,<font color='#f00'>ㄧˋ</font><br>• epidemic<br>• plague<br>
疲,<font color='#f00'>ㄆㄧˊ</font><br>• weary<br>
疳,<font color='#f00'>ㄍㄢ</font><br>• rickets<br>
疵,<font color='#f00'>ㄘ / ㄘˊ</font><br>• blemish<br>• flaw<br>• defect<br>
疶,<big><font color='#f00' style='font-family: serif !important;'>xiè</font></big><br>• dysentery<br>
疸,<font color='#f00'>ㄉㄢˇ</font><br>• see 疙疸[gē da]<br>
疹,<font color='#f00'>ㄓㄣˇ</font><br>• measles<br>• rash<br>
疼,<font color='#f00'>ㄊㄥˊ</font><br>• (it) hurts<br>• sore<br>• to love dearly<br>
疽,<font color='#f00'>ㄐㄩ</font><br>• gangrene<br>
疾,<font color='#f00'>ㄐㄧˊ</font><br>• sickness<br>• disease<br>• hate<br>• envy<br>• swift<br>
疿,<big><font color='#f00' style='font-family: serif !important;'>fèi</font></big><br>• variant of 痱[fèi]<br>
痁,<font color='#f00'>ㄉㄧㄢˋ</font><br>• malarial fever<br>
痂,<font color='#f00'>ㄐㄧㄚ</font><br>• scab<br>
痄,<font color='#f00'>ㄓㄚˋ</font><br>• mumps<br>
病,<font color='#f00'>ㄅㄧㄥˋ</font><br>• illness<br>• CL:場|场[cháng]<br>• disease<br>• to fall ill<br>• defect<br>
症,<font color='#f00'>ㄓㄥˋ</font><br>• disease<br>• illness<br>
痊,<font color='#f00'>ㄑㄩㄢˊ</font><br>• to recover (from illness)<br>
痌,<font color='#f00'>ㄊㄨㄥ</font><br>• moaning in pain<br>
痍,<font color='#f00'>ㄧˊ</font><br>• bruise<br>• sores<br>
痏,<font color='#f00'>ㄨㄟˇ</font><br>• a bruise or contusion<br>
痐,<big><font color='#f00' style='font-family: serif !important;'>huí</font></big><br>• old variant of 蛔[huí]<br>
痒,<font color='#f00'>ㄧㄤˊ</font><br>• variant of 癢|痒[yǎng]<br>• to itch<br>• to tickle<br>
痔,<font color='#f00'>ㄓˋ</font><br>• piles<br>• hemorrhoid<br>
痕,<font color='#f00'>ㄏㄣˊ</font><br>• scar<br>• traces<br>
痗,<font color='#f00'>ㄇㄟˋ</font><br>• disease caused by anxiety<br>
痘,<font color='#f00'>ㄉㄡˋ</font><br>• pimple<br>• pustule<br>
痙,<font color='#f00'>ㄐㄧㄥˋ</font><br>• spasm<br>
痚,<big><font color='#f00' style='font-family: serif !important;'>xiāo</font></big><br>• asthma<br>• difficulty in breathing<br>
痛,<font color='#f00'>ㄊㄨㄥˋ</font><br>• ache<br>• pain<br>• sorrow<br>• deeply<br>• thoroughly<br>
痜,<big><font color='#f00' style='font-family: serif !important;'>tū</font></big><br>• old variant of 禿|秃[tū]<br>• bald<br>
痞,<font color='#f00'>ㄆㄧˇ</font><br>• constipation<br>• lump in the abdomen<br>
痠,<font color='#f00'>ㄙㄨㄢ</font><br>• variant of 酸[suān]<br>• to ache<br>• to be sore<br>
痡,<font color='#f00'>ㄆㄨ</font><br>• sick<br>• disabled<br>
痢,<font color='#f00'>ㄌㄧˋ</font><br>• dysentery<br>
痣,<font color='#f00'>ㄓˋ</font><br>• birthmark<br>• mole<br>
痤,<font color='#f00'>ㄘㄨㄛˊ</font><br>• acne<br>
痦,<font color='#f00'>ㄨˋ</font><br>• (flat) mole<br>
痧,<font color='#f00'>ㄕㄚ</font><br>• cholera<br>
痩,<big><font color='#f00' style='font-family: serif !important;'>shòu</font></big><br>• Japanese variant of 瘦[shòu]<br>
痭,<big><font color='#f00' style='font-family: serif !important;'>péng</font></big><br>• menorrhagia<br>
痯,<font color='#f00'>ㄍㄨㄢˇ</font><br>• ill-looking<br>
痰,<font color='#f00'>ㄊㄢˊ</font><br>• phlegm<br>• spittle<br>
痱,<font color='#f00'>ㄈㄟˋ</font><br>• prickly heat<br>
痲,<font color='#f00'>ㄇㄚˊ</font><br>• leprosy<br>• numb<br>
痳,<font color='#f00'>ㄌㄧㄣˊ</font><br>• hernia<br>• urinary hesitancy<br>• erroneous variant of 痲[má]<br>
痴,<font color='#f00'>ㄔ / ㄔˊ</font><br>• imbecile<br>• sentimental<br>• stupid<br>• foolish<br>• silly<br>
痵,<big><font color='#f00' style='font-family: serif !important;'>jì</font></big><br>• nervous start in sleep<br>
痺,<font color='#f00'>ㄅㄧˋ</font><br>• paralysis<br>• numbness<br>
痻,<font color='#f00'>ㄇㄧㄣˊ</font><br>• to be ill<br>
痼,<font color='#f00'>ㄍㄨˋ</font><br>• obstinate disease<br>• (of passion, hobbies) long-term<br>
痾,<font color='#f00'>ㄜ / ㄎㄜ</font><br>• disease<br>• also pr. [ē]<br>
痿,<font color='#f00'>ㄨㄟˇ</font><br>• atrophy<br>
瘀,<font color='#f00'>ㄩ</font><br>• hematoma (internal blood clot)<br>• extravasated blood (spilt into surrounding tissue)<br>• contusion<br>
瘁,<font color='#f00'>ㄘㄨㄟˋ</font><br>• care-worn<br>• distressed<br>• tired<br>• overworked<br>• sick<br>• weary<br>
瘂,<big><font color='#f00' style='font-family: serif !important;'>yǎ</font></big><br>• mute, incapable of speech<br>• same as 啞|哑[yǎ]<br>
瘃,<font color='#f00'>ㄓㄨˊ</font><br>• chilblain<br>
瘈,<font color='#f00'>ㄐㄧˋ / ㄑㄧˋ / ㄓˋ</font><br>• furious<br>• hydrophobia<br>• madness<br>
瘉,<font color='#f00'>ㄩˋ</font><br>• to heal<br>
瘊,<font color='#f00'>ㄏㄡˊ</font><br>• wart<br>
瘋,<font color='#f00'>ㄈㄥ</font><br>• insane<br>• mad<br>• wild<br>
瘌,<font color='#f00'>ㄌㄚˋ / ˙ㄌㄚ</font><br>• scabies<br>• scald-head<br>
瘍,<font color='#f00'>ㄧㄤˊ</font><br>• ulcers<br>• sores<br>
瘏,<font color='#f00'>ㄊㄨˊ</font><br>• be injured<br>• ill (of animals)<br>
瘐,<font color='#f00'>ㄩˇ</font><br>• to maltreat (as prisoners)<br>
瘓,<font color='#f00'>ㄏㄨㄢˋ</font><br>• illness<br>• numbness of the limbs<br>
瘕,<font color='#f00'>ㄐㄧㄚˇ</font><br>• obstruction in the intestine<br>
瘖,<font color='#f00'>ㄧㄣ</font><br>• mute<br>
瘙,<font color='#f00'>ㄙㄠ</font><br>• itch<br>• old term for scabies<br>• Taiwan pr. [sāo]<br>
瘚,<big><font color='#f00' style='font-family: serif !important;'>jué</font></big><br>• to hiccup<br>• the humours of the body<br>
瘛,<big><font color='#f00' style='font-family: serif !important;'>chì</font></big><br>• see 瘛瘲|瘛疭[chì zòng]<br>
瘜,<big><font color='#f00' style='font-family: serif !important;'>xī</font></big><br>• a polypus<br>
瘝,<font color='#f00'>ㄍㄨㄢ</font><br>• incapacitated<br>• inefficient<br>
瘞,<font color='#f00'>ㄧˋ</font><br>• bury<br>• sacrifice<br>
瘟,<font color='#f00'>ㄨㄣ</font><br>• epidemic<br>• pestilence<br>• plague<br>
瘠,<font color='#f00'>ㄐㄧˊ</font><br>• barren<br>• lean<br>
瘡,<font color='#f00'>ㄔㄨㄤ</font><br>• sore<br>• skin ulcer<br>
瘢,<font color='#f00'>ㄅㄢ</font><br>• mark<br>• scar on the skin<br>
瘤,<font color='#f00'>ㄌㄧㄡˊ</font><br>• tumor<br>
瘥,<font color='#f00'>ㄔㄞˋ / ㄘㄨㄛˊ</font><br>• to recover from disease<br>
瘦,<font color='#f00'>ㄕㄡˋ</font><br>• thin<br>• to lose weight<br>• (of clothing) tight<br>• (of meat) lean<br>• (of land) unproductive<br>
瘧,<font color='#f00'>ㄋㄩㄝˋ</font><br>• malaria<br>
瘨,<font color='#f00'>ㄉㄧㄢ</font><br>• convulsions<br>• crazy<br>
瘩,<font color='#f00'>˙ㄉㄚ / ㄉㄚˊ</font><br>• sore<br>• boil<br>• scab<br>
瘭,<font color='#f00'>ㄅㄧㄠ</font><br>• whitlow<br>
瘮,<big><font color='#f00' style='font-family: serif !important;'>shèn</font></big><br>• to terrify<br>
瘯,<font color='#f00'>ㄘㄨˋ</font><br>• (skin disease)<br>
瘰,<font color='#f00'>ㄌㄨㄛˇ</font><br>• scrofula<br>• tuberculosis of glands<br>
瘲,<font color='#f00'>ㄗㄨㄥˋ</font><br>• see 瘛瘲|瘛疭[chì zòng]<br>
瘳,<font color='#f00'>ㄔㄡ</font><br>• to convalesce<br>• to recover<br>• to heal<br>
瘴,<font color='#f00'>ㄓㄤˋ</font><br>• malaria<br>• miasma<br>
瘵,<font color='#f00'>ㄓㄞˋ</font><br>• focus of tubercular infection<br>
瘸,<font color='#f00'>ㄑㄩㄝˊ</font><br>• lame<br>
瘺,<font color='#f00'>ㄌㄡˋ</font><br>• variant of 瘻|瘘[lòu]<br>
瘻,<font color='#f00'>ㄌㄡˋ / ㄌㄩˊ</font><br>• fistula<br>• ulceration<br>
瘼,<font color='#f00'>ㄇㄛˋ</font><br>• distress<br>• sickness<br>
癀,<big><font color='#f00' style='font-family: serif !important;'>huáng</font></big><br>• see 癀病[huáng bìng]<br>
療,<font color='#f00'>ㄌㄧㄠˊ</font><br>• to treat<br>• to cure<br>• therapy<br>
癃,<font color='#f00'>ㄌㄨㄥˊ</font><br>• infirmity<br>• retention of urine<br>
癄,<big><font color='#f00' style='font-family: serif !important;'>qiáo</font></big><br>• old variant of 憔[qiáo]<br>
癅,<big><font color='#f00' style='font-family: serif !important;'>liú</font></big><br>• old variant of 瘤[liú]<br>
癆,<font color='#f00'>ㄌㄠˊ</font><br>• tuberculosis<br>
癇,<font color='#f00'>ㄒㄧㄢˊ</font><br>• epilepsy<br>• insanity<br>
癈,<font color='#f00'>ㄈㄟˋ</font><br>• variant of 廢|废[fèi]<br>• disabled<br>
癉,<font color='#f00'>ㄉㄢˋ / ㄉㄢ</font><br>• (disease)<br>
癌,<font color='#f00'>ㄧㄢˊ / ㄞˊ</font><br>• cancer<br>• carcinoma<br>• also pr. [yán]<br>
癎,<big><font color='#f00' style='font-family: serif !important;'>xián</font></big><br>• variant of 癇|痫, epilepsy<br>
癐,<big><font color='#f00' style='font-family: serif !important;'>guì</font></big><br>• variant of 攰[guì]<br>
癒,<font color='#f00'>ㄩˋ</font><br>• variant of 愈[yù]<br>• to heal<br>
癔,<font color='#f00'>ㄧˋ</font><br>• see 癔病[yì bìng]<br>
癕,<big><font color='#f00' style='font-family: serif !important;'>yōng</font></big><br>• old variant of 癰|痈[yōng]<br>
癖,<font color='#f00'>ㄆㄧˇ / ㄆㄧˋ</font><br>• habit<br>• hobby<br>
癘,<font color='#f00'>ㄌㄧˋ</font><br>• ulcer<br>• plague<br>
癙,<font color='#f00'>ㄕㄨˇ</font><br>• illness caused by worry<br>
癜,<font color='#f00'>ㄉㄧㄢˋ</font><br>• erythema<br>• leucoderm<br>
癟,<font color='#f00'>ㄅㄧㄝˇ</font><br>• deflated<br>• shriveled<br>• sunken<br>• empty<br>
癠,<font color='#f00'>ㄐㄧˋ</font><br>• sick<br>• diseased<br>
癡,<big><font color='#f00' style='font-family: serif !important;'>chī</font></big><br>• variant of 痴[chī]<br>
癢,<font color='#f00'>ㄧㄤˇ</font><br>• to itch<br>• to tickle<br>
癤,<font color='#f00'>ㄐㄧㄝˊ / ㄐㄧㄝ</font><br>• pimple<br>• sore<br>• boil<br>
癥,<font color='#f00'>ㄓㄥ</font><br>• abdominal tumor<br>• bowel obstruction<br>• (fig.) sticking point<br>
癧,<big><font color='#f00' style='font-family: serif !important;'>lì</font></big><br>• see 瘰癧|瘰疬[luǒ lì]<br>
癩,<font color='#f00'>ㄌㄞˋ</font><br>• scabies<br>• skin disease<br>
癪,<big><font color='#f00' style='font-family: serif !important;'>jī</font></big><br>• spasms<br>• convulsions<br>• hysteria<br>
癬,<font color='#f00'>ㄒㄧㄢˇ / ㄒㄩㄢˇ</font><br>• ringworm<br>• Taiwan pr. [xiǎn]<br>
癭,<font color='#f00'>ㄧㄥˇ</font><br>• goiter<br>• knob on tree<br>
癮,<font color='#f00'>ㄧㄣˇ</font><br>• addiction<br>• craving<br>
癯,<font color='#f00'>ㄑㄩˊ</font><br>• thin<br>• emaciated<br>• worn<br>• tired<br>
癰,<font color='#f00'>ㄩㄥ</font><br>• carbuncle<br>
癱,<font color='#f00'>ㄊㄢ</font><br>• paralyzed<br>
癲,<font color='#f00'>ㄉㄧㄢ</font><br>• mentally deranged<br>• crazy<br>
癸,<font color='#f00'>ㄍㄨㄟˇ</font><br>• tenth of the ten Heavenly Stems 十天干[shí tiān gān]<br>• tenth in order<br>• letter 'J' or roman 'X' in list 'A, B, C', or 'I, II, III' etc<br>• ancient Chinese compass point: 15°<br>• deca<br>
発,<big><font color='#f00' style='font-family: serif !important;'>fā</font></big><br>• Japanese variant of 發|发<br>
