character,defination
戏,<small>〔戲〕</small><font color='#f00'>ㄒㄧˋ / ㄏㄨㄟ / ㄏㄨ</font><br>• trick<br>• drama<br>• play<br>• show<br>• CL:出[chū],場|场[chǎng],臺|台[tái]<br>
户,<small>〔戶〕</small><font color='#f00'>ㄏㄨˋ</font><br>• a household<br>• door<br>• family<br>
厄,<small>〔戹〕</small><font color='#f00'>ㄜˋ</font><br>• variant of 厄[è]<br>
卯,<small>〔戼〕</small><big><font color='#f00' style='font-family: serif !important;'>mǎo</font></big><br>• old variant of 卯[mǎo]<br>
捍,<small>〔扞〕</small><font color='#f00'>ㄏㄢˋ</font><br>• variant of 捍[hàn]<br>
拗,<small>〔抝〕</small><big><font color='#f00' style='font-family: serif !important;'>ào</font></big><br>• variant of 拗[ào]<br>
抛,<small>〔拋〕</small><font color='#f00'>ㄆㄠ</font><br>• to throw<br>• to toss<br>• to fling<br>• to cast<br>• to abandon<br>
拿,<small>〔拏〕</small><font color='#f00'>ㄋㄚˊ</font><br>• variant of 拿[ná]<br>
拖,<small>〔拕〕</small><big><font color='#f00' style='font-family: serif !important;'>tuō</font></big><br>• variant of 拖[tuō]<br>
挲,<small>〔挱〕</small><big><font color='#f00' style='font-family: serif !important;'>suō</font></big><br>• variant of 挲[suō]<br>
挟,<small>〔挾〕</small><font color='#f00'>ㄒㄧㄝˊ / ㄐㄧㄚˊ / ㄒㄧㄚˊ</font><br>• old variant of 夾|夹[jiā]<br>
救,<small>〔捄〕</small><font color='#f00'>ㄐㄧㄡˋ</font><br>• variant of 救[jiù]<br>
舍,<small>〔捨〕</small><font color='#f00'>ㄕㄜˇ</font><br>• to give up<br>• to abandon<br>• to give alms<br>
扪,<small>〔捫〕</small><font color='#f00'>ㄇㄣˊ</font><br>• lay hands on<br>• to cover<br>
卷,<small>〔捲〕</small><font color='#f00'>ㄐㄩㄢˇ</font><br>• to roll (up)<br>• to sweep up<br>• to carry on<br>• roll<br>
扫,<small>〔掃〕</small><font color='#f00'>ㄙㄠˇ / ㄙㄠˋ</font><br>• to sweep<br>
抡,<small>〔掄〕</small><font color='#f00'>ㄌㄨㄣˊ / ㄌㄨㄣ</font><br>• to swing (one's arms, a heavy object)<br>• to wave (a sword, one's fists)<br>• to fling (money)<br>
挜,<small>〔掗〕</small><font color='#f00'>ㄧㄚˋ / ㄧㄚˇ</font><br>• attach<br>• brandish<br>• hold<br>
挣,<small>〔掙〕</small><font color='#f00'>ㄓㄥ / ㄓㄥˋ</font><br>• see 掙扎|挣扎[zhēng zhá]<br>
挂,<small>〔掛〕</small><font color='#f00'>ㄍㄨㄚˋ</font><br>• to hang or suspend (from a hook etc)<br>• to hang up (the phone)<br>• (of a line) to be dead<br>• to be worried or concerned<br>• to make a phone call (dialect)<br>• to register or record<br>• classifier for sets or clusters of objects<br>• (slang) to kill<br>• to die<br>• to be finished<br>• to fail (an exam)<br>
采,<small>〔採〕</small><font color='#f00'>ㄘㄞˇ</font><br>• to pick<br>• to pluck<br>• to collect<br>• to select<br>• to choose<br>• to gather<br>
拣,<small>〔揀〕</small><font color='#f00'>ㄐㄧㄢˇ</font><br>• to choose<br>• to pick<br>• to sort out<br>• to pick up<br>
捏,<small>〔揑〕</small><big><font color='#f00' style='font-family: serif !important;'>niē</font></big><br>• variant of 捏[niē]<br>
扬,<small>〔揚〕</small><font color='#f00'>ㄧㄤˊ</font><br>• to raise<br>• to hoist<br>• the action of tossing or winnowing<br>• scattering (in the wind)<br>• to flutter<br>• to propagate<br>
换,<small>〔換〕</small><font color='#f00'>ㄏㄨㄢˋ</font><br>• to exchange<br>• to change (clothes etc)<br>• to substitute<br>• to switch<br>• to convert (currency)<br>
挥,<small>〔揮〕</small><font color='#f00'>ㄏㄨㄟ</font><br>• to wave<br>• to brandish<br>• to command<br>• to conduct<br>• to scatter<br>• to disperse<br>
插,<small>〔揷〕</small><big><font color='#f00' style='font-family: serif !important;'>chā</font></big><br>• old variant of 插[chā]<br>
背,<small>〔揹〕</small><font color='#f00'>ㄅㄟ</font><br>• variant of 背[bēi]<br>
构,<small>〔搆〕</small><font color='#f00'>ㄍㄡˋ</font><br>• variant of 構|构[gòu]<br>• (Tw) (coll.) variant of 夠|够[gòu]<br>• to reach by stretching<br>
揿,<small>〔搇〕</small><big><font color='#f00' style='font-family: serif !important;'>qìn</font></big><br>• variant of 撳|揿[qìn]<br>
损,<small>〔損〕</small><font color='#f00'>ㄙㄨㄣˇ</font><br>• to decrease<br>• to lose<br>• to damage<br>• to harm<br>• (coll.) to speak sarcastically<br>• to deride<br>• caustic<br>• mean<br>• one of the 64 trigrams of the Book of Changes (old)<br>
摇,<small>〔搖〕</small><font color='#f00'>ㄧㄠˊ</font><br>• to shake<br>• to rock<br>• to row<br>• to crank<br>
捣,<small>〔搗〕</small><font color='#f00'>ㄉㄠˇ</font><br>• pound<br>• beat<br>• hull<br>• attack<br>• disturb<br>• stir<br>
扼,<small>〔搤〕</small><font color='#f00'>ㄜˋ</font><br>• variant of 扼[è]<br>
捶,<small>〔搥〕</small><font color='#f00'>ㄔㄨㄟˊ</font><br>• variant of 捶[chuí]<br>
掏,<small>〔搯〕</small><font color='#f00'>ㄊㄠ</font><br>• variant of 掏[tāo]<br>
揾,<small>〔搵〕</small><font color='#f00'>ㄨㄣˋ</font><br>• to look for (Cantonese)<br>• Mandarin equivalent: 找[zhǎo]<br>
抢,<small>〔搶〕</small><font color='#f00'>ㄑㄧㄤˇ / ㄔㄨㄤˇ / ㄑㄧㄤ</font><br>• see 搶風|抢风[qiāng fēng]<br>
榨,<small>〔搾〕</small><font color='#f00'>ㄓㄚˋ</font><br>• variant of 榨[zhà]<br>• to press<br>• to extract (juice)<br>
扛,<small>〔摃〕</small><big><font color='#f00' style='font-family: serif !important;'>gāng</font></big><br>• old variant of 扛[gāng]<br>
掴,<small>〔摑〕</small><font color='#f00'>ㄍㄨㄛˊ</font><br>• to slap<br>• also pr. [guó]<br>
掼,<small>〔摜〕</small><font color='#f00'>ㄍㄨㄢˋ</font><br>• to fling<br>• to fall<br>• to wear<br>
搂,<small>〔摟〕</small><font color='#f00'>ㄌㄡˊ / ㄌㄡˇ / ㄌㄡ</font><br>• to draw towards oneself<br>• to gather<br>• to gather up (one's gown, sleeves etc)<br>• to grab (money)<br>• to extort<br>
挚,<small>〔摯〕</small><font color='#f00'>ㄓˋ</font><br>• sincere<br>
抠,<small>〔摳〕</small><font color='#f00'>ㄎㄡ</font><br>• to dig out<br>• to pick out (with one's fingers)<br>• to carve<br>• to cut<br>• to study meticulously<br>• to lift one's clothes<br>• stingy<br>• miserly<br>
抟,<small>〔摶〕</small><font color='#f00'>ㄊㄨㄢˊ</font><br>• to roll up into a ball with one's hands<br>• spiral<br>• circle<br>• variant of 團|团[tuán]<br>
折,<small>〔摺〕</small><font color='#f00'>ㄓㄜˊ / ㄓㄜˇ</font><br>• variant of 折[zhé]<br>• to fold<br>
掺,<small>〔摻〕</small><font color='#f00'>ㄕㄢ / ㄘㄢˋ / ㄕㄢˇ / ㄔㄢ</font><br>• variant of 攙|搀[chān]<br>• to mix<br>
捞,<small>〔撈〕</small><font color='#f00'>ㄌㄠˊ / ㄌㄠ</font><br>• to fish up<br>• to dredge up<br>
挦,<small>〔撏〕</small><font color='#f00'>ㄒㄩㄣˊ</font><br>• to pull out (esp. hair or feathers)<br>• to pick<br>• to pluck<br>• fig. to extract (lines from a text)<br>
撑,<small>〔撐〕</small><font color='#f00'>ㄔㄥ</font><br>• to support<br>• to prop up<br>• to push or move with a pole<br>• to maintain<br>• to open or unfurl<br>• to fill to bursting point<br>• brace<br>• stay<br>• support<br>
挠,<small>〔撓〕</small><font color='#f00'>ㄋㄠˊ</font><br>• to scratch<br>• to thwart<br>• to yield<br>
㧑,<small>〔撝〕</small><font color='#f00'>ㄏㄨㄟ</font><br>• to split<br>• to direct<br>• to brandish<br>• humble<br>
挢,<small>〔撟〕</small><font color='#f00'>ㄐㄧㄠˇ / ㄐㄧㄠˋ</font><br>• to raise<br>• to lift<br>• to pretend<br>• counterfeit<br>• unyielding<br>• variant of 矯|矫[jiǎo]<br>• to correct<br>
操,<small>〔撡〕</small><big><font color='#f00' style='font-family: serif !important;'>cāo</font></big><br>• old variant of 操[cāo]<br>
掸,<small>〔撣〕</small><font color='#f00'>ㄉㄢˇ / ㄕㄢˋ</font><br>• to brush away<br>• to dust off<br>• brush<br>• duster<br>• CL:把[bǎ]<br>
拨,<small>〔撥〕</small><font color='#f00'>ㄅㄛ</font><br>• to push aside with the hand, foot, a stick etc<br>• to dial<br>• to allocate<br>• to set aside (money)<br>• to poke (the fire)<br>• to pluck (a string instrument)<br>• to turn round<br>• classifier: group, batch<br>
扯,<small>〔撦〕</small><font color='#f00'>ㄔㄜˇ</font><br>• variant of 扯[chě]<br>• to pull<br>• to tear<br>
抚,<small>〔撫〕</small><font color='#f00'>ㄈㄨˇ</font><br>• to comfort<br>• to console<br>• to stroke<br>• to caress<br>• an old term for province or provincial governor<br>
扑,<small>〔撲〕</small><font color='#f00'>ㄆㄨ</font><br>• to throw oneself at<br>• to pounce on<br>• to devote one's energies<br>• to flap<br>• to flutter<br>• to dab<br>• to pat<br>• to bend over<br>
揿,<small>〔撳〕</small><font color='#f00'>ㄑㄧㄣˋ</font><br>• to press (bell)<br>
挞,<small>〔撻〕</small><font color='#f00'>ㄊㄚˋ</font><br>• flog<br>• rapid<br>
挝,<small>〔撾〕</small><font color='#f00'>ㄓㄨㄚ</font><br>• beat<br>
捡,<small>〔撿〕</small><font color='#f00'>ㄐㄧㄢˇ</font><br>• to pick up<br>• to collect<br>• to gather<br>
拥,<small>〔擁〕</small><font color='#f00'>ㄩㄥˇ / ㄩㄥ</font><br>• to hold<br>• to embrace<br>• to wrap around<br>• to gather around (sb)<br>• to throng<br>• to swarm<br>• to support<br>• Taiwan pr. [yǒng]<br>
掳,<small>〔擄〕</small><font color='#f00'>ㄌㄨˇ / ㄌㄨㄛˇ</font><br>• to capture<br>• to seize<br>
择,<small>〔擇〕</small><font color='#f00'>ㄗㄜˊ / ㄓㄞˊ</font><br>• to select<br>• to choose<br>• to pick over<br>• to pick out<br>• to differentiate<br>• to eliminate<br>• also pr. [zhái]<br>
击,<small>〔擊〕</small><font color='#f00'>ㄐㄧˊ</font><br>• to hit<br>• to strike<br>• to break<br>• Taiwan pr. [jí]<br>
挡,<small>〔擋〕</small><font color='#f00'>ㄉㄤˇ</font><br>• to resist<br>• to obstruct<br>• to hinder<br>• to keep off<br>• to block (a blow)<br>• to get in the way of<br>• cover<br>• gear (e.g. in a car's transmission)<br>
担,<small>〔擔〕</small><font color='#f00'>ㄉㄢ / ㄉㄢˋ</font><br>• to undertake<br>• to carry<br>• to shoulder<br>• to take responsibility<br>
据,<small>〔據〕</small><font color='#f00'>ㄐㄩˋ</font><br>• according to<br>• to act in accordance with<br>• to depend on<br>• to seize<br>• to occupy<br>
挤,<small>〔擠〕</small><font color='#f00'>ㄐㄧˇ</font><br>• to crowd in<br>• to cram in<br>• to force others aside<br>• to press<br>• to squeeze<br>• to find (time in one's busy schedule)<br>
举,<small>〔擧〕</small><big><font color='#f00' style='font-family: serif !important;'>jǔ</font></big><br>• variant of 舉|举[jǔ]<br>
拟,<small>〔擬〕</small><font color='#f00'>ㄋㄧˇ</font><br>• to plan to<br>• to draft (a plan)<br>• to imitate<br>• to assess<br>• to compare<br>• pseudo-<br>
摈,<small>〔擯〕</small><font color='#f00'>ㄅㄧㄣˋ</font><br>• to reject<br>• to expel<br>• to discard<br>• to exclude<br>• to renounce<br>
拧,<small>〔擰〕</small><font color='#f00'>ㄋㄧㄥˊ / ㄋㄧㄥˋ / ㄋㄧㄥˇ</font><br>• to pinch<br>• wring<br>
搁,<small>〔擱〕</small><font color='#f00'>ㄍㄜ</font><br>• to place<br>• to put aside<br>• to shelve<br>
掷,<small>〔擲〕</small><font color='#f00'>ㄓˊ</font><br>• to toss<br>• to throw dice<br>• Taiwan pr. [zhí]<br>
扩,<small>〔擴〕</small><font color='#f00'>ㄎㄨㄛˋ</font><br>• enlarge<br>
撷,<small>〔擷〕</small><font color='#f00'>ㄐㄧㄝˊ / ㄒㄧㄝˊ</font><br>• to collect<br>• Taiwan pr. [jié]<br>
摆,<small>〔擺〕</small><font color='#f00'>ㄅㄞˇ</font><br>• to arrange<br>• to exhibit<br>• to move to and fro<br>• a pendulum<br>
擞,<small>〔擻〕</small><font color='#f00'>ㄙㄡˇ / ㄙㄡˋ</font><br>• shake<br>• trembling<br>
撸,<small>〔擼〕</small><big><font color='#f00' style='font-family: serif !important;'>lū</font></big><br>• (dialect) to rub one's hand along<br>• to fire (an employee)<br>• to reprimand<br>
㧰,<small>〔擽〕</small><big><font color='#f00' style='font-family: serif !important;'>lu:è</font></big><br>• (old) to beat<br>• to pound<br>
扰,<small>〔擾〕</small><font color='#f00'>ㄖㄠˇ</font><br>• to disturb<br>
摅,<small>〔攄〕</small><font color='#f00'>ㄕㄨ</font><br>• set forth<br>• to spread<br>
撵,<small>〔攆〕</small><font color='#f00'>ㄋㄧㄢˇ</font><br>• to expel<br>• to oust<br>
拢,<small>〔攏〕</small><font color='#f00'>ㄌㄨㄥˇ</font><br>• to gather together<br>• to collect<br>• to approach<br>• to draw near to<br>• to add<br>• to sum up<br>• to comb (hair)<br>
拦,<small>〔攔〕</small><font color='#f00'>ㄌㄢˊ</font><br>• to block sb's path<br>• to obstruct<br>• to flag down (a taxi)<br>
撄,<small>〔攖〕</small><font color='#f00'>ㄧㄥ</font><br>• oppose<br>• to attack<br>
搀,<small>〔攙〕</small><font color='#f00'>ㄔㄢ</font><br>• to take by the arm and assist<br>• to mix<br>• to blend<br>• to dilute<br>• to adulterate<br>
撺,<small>〔攛〕</small><font color='#f00'>ㄘㄨㄢ</font><br>• rush<br>• stir up<br>• throw<br>• fling<br>• hurry<br>• rage<br>
携,<small>〔攜〕</small><font color='#f00'>ㄒㄧ / ㄒㄧㄝˊ</font><br>• to carry<br>• to take along<br>• to bring along<br>• to hold (hands)<br>• also pr. [xī]<br>
摄,<small>〔攝〕</small><font color='#f00'>ㄕㄜˋ / ㄋㄧㄝˋ</font><br>• to take in<br>• to absorb<br>• to assimilate<br>• to act for<br>• to take a photo<br>• photo shoot<br>• photo<br>• to conserve (one's health)<br>
攒,<small>〔攢〕</small><font color='#f00'>ㄗㄢˇ / ㄘㄨㄢˊ</font><br>• to bring together<br>
挛,<small>〔攣〕</small><font color='#f00'>ㄌㄩㄢˊ / ㄌㄧㄢˋ</font><br>• twisted<br>• bent<br>• crooked<br>• cramped<br>
摊,<small>〔攤〕</small><font color='#f00'>ㄊㄢ</font><br>• to spread out<br>• vendor's stand<br>
挡,<small>〔攩〕</small><font color='#f00'>ㄉㄤˇ</font><br>• variant of 擋|挡[dǎng]<br>
搅,<small>〔攪〕</small><font color='#f00'>ㄐㄧㄠˇ / ㄍㄠˇ</font><br>• to disturb<br>• to annoy<br>• to mix<br>• to stir<br>
揽,<small>〔攬〕</small><font color='#f00'>ㄌㄢˇ</font><br>• to monopolize<br>• to seize<br>• to take into one's arms<br>• to embrace<br>• to fasten (with a rope etc)<br>• to take on (responsibility etc)<br>• to canvass<br>
考,<small>〔攷〕</small><font color='#f00'>ㄎㄠˇ</font><br>• to beat<br>• to hit<br>• variant of 考[kǎo]<br>• to inspect<br>• to test<br>• to take an exam<br>
叩,<small>〔敂〕</small><big><font color='#f00' style='font-family: serif !important;'>kòu</font></big><br>• old variant of 叩[kòu]<br>• to knock<br>
叙,<small>〔敍〕</small><big><font color='#f00' style='font-family: serif !important;'>xù</font></big><br>• variant of 敘|叙[xù]<br>
敚,<small>〔敓〕</small><big><font color='#f00' style='font-family: serif !important;'>duó</font></big><br>• old variant of 奪|夺[duó]<br>
败,<small>〔敗〕</small><font color='#f00'>ㄅㄞˋ</font><br>• to defeat<br>• to damage<br>• to lose (to an opponent)<br>• to fail<br>• to wither<br>
叙,<small>〔敘〕</small><font color='#f00'>ㄒㄩˋ</font><br>• to narrate<br>• to chat<br>
扬,<small>〔敭〕</small><big><font color='#f00' style='font-family: serif !important;'>yáng</font></big><br>• variant of 揚|扬[yáng]<br>
敳,<small>〔敱〕</small><big><font color='#f00' style='font-family: serif !important;'>ái</font></big><br>• able (in administrating)<br>• to govern forcefully<br>
敌,<small>〔敵〕</small><font color='#f00'>ㄉㄧˊ</font><br>• enemy<br>• to be a match for<br>• to rival<br>• to resist<br>• to withstand<br>
数,<small>〔數〕</small><font color='#f00'>ㄕㄨˋ / ㄕㄨㄛˋ / ㄕㄨˇ / ㄙㄨˋ / ㄘㄨˋ</font><br>• to count<br>• to count as<br>• to regard as<br>• to enumerate (sb's shortcomings)<br>
驱,<small>〔敺〕</small><font color='#f00'>ㄑㄩ / ㄡ</font><br>• variant of 驅|驱[qū]<br>
敛,<small>〔斂〕</small><font color='#f00'>ㄌㄧㄢˋ</font><br>• to hold back<br>• to restrain<br>• to control (oneself)<br>• to collect<br>• Taiwan pr. [liàn]<br>
毙,<small>〔斃〕</small><font color='#f00'>ㄅㄧˋ</font><br>• to die<br>• to shoot dead<br>• to reject<br>• to fall forward<br>• (suffix) to death<br>
斓,<small>〔斕〕</small><font color='#f00'>ㄌㄢˊ</font><br>• see 斑斕|斑斓[bān lán]<br>
斩,<small>〔斬〕</small><font color='#f00'>ㄓㄢˇ</font><br>• to behead (as form of capital punishment)<br>• to chop<br>
